"","equi_output"
"326",0.160890380432395
"327",0.0706461622645657
"328",0.160890380432395
"329",0.225123393269473
"330",0.160890380432395
"331",0.160890380432395
"332",0.160890380432395
"333",-0.0132917330959225
"334",0.225123393269473
"335",-0.0132917330959225
"336",-0.0132917330959225
"337",-4.26862187899654
"338",-0.0132917330959225
"339",0.160890380432395
"340",0.160890380432395
"341",0.160890380432395
"342",0.160890380432395
"343",0.160890380432395
"344",0.160890380432395
"345",0.160890380432395
"346",0.160890380432395
"347",0.0706461622645657
"348",0.160890380432395
"349",0.225123393269473
"350",0.160890380432395
"351",-0.0132917330959225
"352",-0.0132917330959225
"353",-0.0132917330959225
"354",0.160890380432395
"355",0.160890380432395
"356",0.160890380432395
"357",0.160890380432395
"358",0.160890380432395
"359",0.160890380432395
"360",0.160890380432395
"361",-3.63593800527571
"362",-0.0132917330959225
"363",0.160890380432395
"364",-0.0132917330959225
"365",0.160890380432395
"366",0.160890380432395
"367",0.160890380432395
"368",0.160890380432395
"369",0.160890380432395
"370",0.160890380432395
"371",0.160890380432395
"372",0.225123393269473
"373",0.160890380432395
"374",0.160890380432395
"375",0.160890380432395
"376",0.160890380432395
"377",-0.0132917330959225
"378",0.160890380432395
"379",0.160890380432395
"380",0.160890380432395
"381",0.160890380432395
"382",-0.0132917330959225
"383",-0.0132917330959225
"384",0.160890380432395
"385",0.160890380432395
"386",0.160890380432395
"387",0.160890380432395
"388",0.160890380432395
"389",0.160890380432395
"390",0.160890380432395
"391",0.160890380432395
"392",0.160890380432395
"393",-0.0132917330959225
"394",0.160890380432395
"395",0.160890380432395
"396",0.160890380432395
"397",-0.0132917330959225
"398",-0.0132917330959225
"399",0.160890380432395
"400",-0.0132917330959225
"401",-0.00294852364066322
"402",0.0706461622645657
"403",0.160890380432395
"404",-0.00294852364066322
"405",0.160890380432395
"406",0.160890380432395
"407",-0.0132917330959225
"408",-0.0132917330959225
"409",0.160890380432395
"410",0.160890380432395
"411",0.225123393269473
"412",0.160890380432395
"413",0.160890380432395
"414",0.160890380432395
"415",0.160890380432395
"416",-0.0132917330959225
"417",0.160890380432395
"418",0.160890380432395
"419",0.160890380432395
"420",0.160890380432395
"421",0.160890380432395
"422",0.160890380432395
"423",0.225123393269473
"424",-0.0132917330959225
"425",-0.0132917330959225
"426",0.160890380432395
"427",0.160890380432395
"428",0.160890380432395
"429",0.160890380432395
"430",0.160890380432395
"431",0.160890380432395
"432",0.160890380432395
"433",0.225123393269473
"434",-0.0132917330959225
"435",-0.0132917330959225
"436",0.160890380432395
"437",-0.0132917330959225
"438",-0.0132917330959225
"439",0.160890380432395
"440",-0.00294852364066322
"441",-0.0132917330959225
"442",0.160890380432395
"443",0.160890380432395
"444",0.160890380432395
"445",0.160890380432395
"446",-0.0132917330959225
"447",0.160890380432395
"448",0.160890380432395
"449",0.160890380432395
"450",0.160890380432395
"451",-0.0132917330959225
"452",-0.00294852364066322
"453",0.225123393269473
"454",-4.26862187899654
"455",0.160890380432395
"456",0.160890380432395
"457",0.160890380432395
"458",-3.63593800527571
"459",0.160890380432395
"460",0.160890380432395
"461",0.160890380432395
"462",0.160890380432395
"463",0.160890380432395
"464",0.160890380432395
"465",-0.0132917330959225
"466",0.160890380432395
"467",0.160890380432395
"468",0.160890380432395
"469",-0.0132917330959225
"470",0.160890380432395
"471",-0.0132917330959225
"472",-3.63593800527571
"473",0.225123393269473
"474",0.160890380432395
"475",0.467449171190443
"476",0.225123393269473
"477",0.160890380432395
"478",0.160890380432395
"479",0.160890380432395
"480",0.160890380432395
"481",0.160890380432395
"482",0.225123393269473
"483",0.160890380432395
"484",0.160890380432395
"485",0.225123393269473
"486",0.160890380432395
"487",-0.00294852364066322
"488",0.160890380432395
"489",0.160890380432395
"490",-0.00294852364066322
"491",0.160890380432395
"492",0.196394093045647
"493",0.160890380432395
"494",0.160890380432395
"495",-0.00294852364066322
"496",0.160890380432395
"497",0.160890380432395
"498",0.160890380432395
"499",0.160890380432395
"500",0.160890380432395
"501",-0.0132917330959225
"502",0.160890380432395
"503",0.160890380432395
"504",0.160890380432395
"505",-0.00294852364066322
"506",-0.0132917330959225
"507",0.467449171190443
"508",0.160890380432395
"509",0.160890380432395
"510",-2.0739600275631
"511",0.160890380432395
"512",0.160890380432395
"513",0.225123393269473
"514",-0.0132917330959225
"515",0.225123393269473
"516",-0.00294852364066322
"517",0.160890380432395
"518",0.160890380432395
"519",-10.7289399488739
"520",-0.0132917330959225
"521",0.160890380432395
"522",0.160890380432395
"523",0.160890380432395
"524",0.0706461622645657
"525",0.160890380432395
"526",0.160890380432395
"527",0.225123393269473
"528",0.160890380432395
"529",-0.0132917330959225
"530",0.160890380432395
"531",-0.0132917330959225
"532",-0.0132917330959225
"533",0.467449171190443
"534",0.160890380432395
"535",-0.0132917330959225
"536",-0.0132917330959225
"537",0.160890380432395
"538",-0.0132917330959225
"539",0.160890380432395
"540",-0.0132917330959225
"541",0.160890380432395
"542",0.225123393269473
"543",0.160890380432395
"544",-0.00294852364066322
"545",0.160890380432395
"546",-0.0132917330959225
"547",0.160890380432395
"548",-0.0132917330959225
"549",0.0706461622645657
"550",-0.0132917330959225
"551",0.160890380432395
"552",0.160890380432395
"553",0.160890380432395
"554",0.160890380432395
"555",0.160890380432395
"556",-0.0132917330959225
"557",0.160890380432395
"558",0.160890380432395
"559",0.160890380432395
"560",-0.0132917330959225
"561",0.160890380432395
"562",-3.63593800527571
"563",0.225123393269473
"564",-3.63593800527571
"565",0.160890380432395
"566",0.160890380432395
"567",0.160890380432395
"568",0.160890380432395
"569",-0.00294852364066322
"570",-0.0132917330959225
"571",0.160890380432395
"572",0.160890380432395
"573",0.0706461622645657
"574",0.160890380432395
"575",-0.0132917330959225
"576",0.160890380432395
"577",0.160890380432395
"578",0.467449171190443
"579",0.160890380432395
"580",0.160890380432395
"581",0.225123393269473
"582",0.160890380432395
"583",0.160890380432395
"584",-0.00294852364066322
"585",0.160890380432395
"586",-0.0132917330959225
"587",-0.0132917330959225
"588",-0.0132917330959225
"589",0.160890380432395
"590",0.196394093045647
"591",-0.0132917330959225
"592",0.160890380432395
"593",-0.0132917330959225
"594",0.225123393269473
"595",0.160890380432395
"596",0.160890380432395
"597",0.160890380432395
"598",0.160890380432395
"599",0.196394093045647
"600",-0.0132917330959225
"601",0.160890380432395
"602",0.467449171190443
"603",0.160890380432395
"604",-0.0132917330959225
"605",0.160890380432395
"606",-0.0132917330959225
"607",0.160890380432395
"608",0.160890380432395
"609",0.160890380432395
"610",0.160890380432395
"611",0.225123393269473
"612",0.160890380432395
"613",-0.0132917330959225
"614",0.160890380432395
"615",0.160890380432395
"616",0.160890380432395
"617",0.160890380432395
"618",0.196394093045647
"619",0.160890380432395
"620",0.160890380432395
"621",-4.26862187899654
"622",0.160890380432395
"623",0.160890380432395
"624",0.160890380432395
"625",0.160890380432395
"626",-0.0132917330959225
"627",0.225123393269473
"628",-0.0132917330959225
"629",-0.0132917330959225
"630",0.160890380432395
"631",0.160890380432395
"632",0.160890380432395
"633",0.160890380432395
"634",0.467449171190443
"635",0.160890380432395
"636",-0.0132917330959225
"637",8.14032615206793
"638",0.225123393269473
"639",0.160890380432395
"640",0.160890380432395
"641",0.160890380432395
"642",0.0706461622645657
"643",0.160890380432395
"644",-0.0132917330959225
"645",0.160890380432395
"646",0.160890380432395
"647",0.160890380432395
"648",0.160890380432395
"649",0.160890380432395
"650",-0.00294852364066322
"651",0.160890380432395
"652",0.160890380432395
"653",0.160890380432395
"654",-0.0132917330959225
"655",0.160890380432395
"656",0.160890380432395
"657",0.160890380432395
"658",-0.0132917330959225
"659",0.160890380432395
"660",0.160890380432395
"661",-0.0132917330959225
"662",-0.0132917330959225
"663",0.160890380432395
"664",0.160890380432395
"665",-0.0132917330959225
"666",0.160890380432395
"667",0.225123393269473
"668",-3.63593800527571
"669",0.160890380432395
"670",0.160890380432395
"671",-0.0132917330959225
"672",0.160890380432395
"673",0.160890380432395
"674",0.160890380432395
"675",0.160890380432395
"676",0.160890380432395
"677",0.160890380432395
"678",0.160890380432395
"679",0.160890380432395
"680",-0.0132917330959225
"681",-0.0132917330959225
"682",0.160890380432395
"683",-0.0132917330959225
"684",-0.0132917330959225
"685",0.160890380432395
"686",0.160890380432395
"687",0.225123393269473
"688",-0.0132917330959225
"689",0.160890380432395
"690",0.225123393269473
"691",-0.0132917330959225
"692",0.160890380432395
"693",0.160890380432395
"694",0.160890380432395
"695",0.160890380432395
"696",0.160890380432395
"697",0.160890380432395
"698",0.160890380432395
"699",0.160890380432395
"700",0.160890380432395
"701",0.160890380432395
"702",-0.0132917330959225
"703",0.160890380432395
"704",0.225123393269473
"705",0.225123393269473
"706",0.160890380432395
"707",0.160890380432395
"708",0.225123393269473
"709",-0.0132917330959225
"710",0.160890380432395
"711",-0.0132917330959225
"712",0.160890380432395
"713",0.160890380432395
"714",0.467449171190443
"715",0.160890380432395
"716",0.160890380432395
"717",0.160890380432395
"718",0.225123393269473
"719",0.160890380432395
"720",0.160890380432395
"721",-0.0132917330959225
"722",0.160890380432395
"723",0.160890380432395
"724",0.160890380432395
"725",0.160890380432395
"726",0.160890380432395
"727",0.160890380432395
"728",0.160890380432395
"729",0.160890380432395
"730",0.160890380432395
"731",0.160890380432395
"732",0.160890380432395
"733",-3.63593800527571
"734",0.160890380432395
"735",-0.0132917330959225
"736",0.160890380432395
"737",0.225123393269473
"738",0.160890380432395
"739",0.160890380432395
"740",0.160890380432395
"741",0.160890380432395
"742",0.160890380432395
"743",0.160890380432395
"744",0.160890380432395
"745",0.160890380432395
"746",0.160890380432395
"747",0.160890380432395
"748",-0.0132917330959225
"749",0.160890380432395
"750",0.160890380432395
"751",-0.0132917330959225
"752",0.160890380432395
"753",0.160890380432395
"754",0.160890380432395
"755",0.160890380432395
"756",0.160890380432395
"757",0.160890380432395
"758",0.160890380432395
"759",0.160890380432395
"760",-0.0132917330959225
"761",0.160890380432395
"762",0.225123393269473
"763",0.160890380432395
"764",0.160890380432395
"765",0.160890380432395
"766",-0.0132917330959225
"767",0.160890380432395
"768",0.160890380432395
"769",-0.0132917330959225
"770",0.160890380432395
"771",0.160890380432395
"772",0.917613679630029
"773",0.160890380432395
"774",-0.0132917330959225
"775",0.160890380432395
"776",-0.0132917330959225
"777",0.160890380432395
"778",0.160890380432395
"779",0.160890380432395
"780",0.160890380432395
"781",0.160890380432395
"782",0.160890380432395
"783",0.160890380432395
"784",0.160890380432395
"785",0.225123393269473
"786",0.160890380432395
"787",0.160890380432395
"788",0.160890380432395
"789",0.225123393269473
"790",0.160890380432395
"791",0.160890380432395
"792",0.160890380432395
"793",0.160890380432395
"794",0.160890380432395
"795",0.160890380432395
"796",4.87479832364617
"797",-0.0132917330959225
"798",0.160890380432395
"799",-0.0132917330959225
"800",-0.00294852364066322
"801",0.160890380432395
"802",0.160890380432395
"803",0.160890380432395
"804",-0.0132917330959225
"805",-0.588258125684106
"806",0.160890380432395
"807",0.160890380432395
"808",-0.0132917330959225
"809",0.225123393269473
"810",0.160890380432395
"811",0.160890380432395
"812",0.160890380432395
"813",0.160890380432395
"814",0.160890380432395
"815",0.160890380432395
"816",0.160890380432395
"817",-0.0132917330959225
"818",-0.0132917330959225
"819",-0.0132917330959225
"820",7.16452883441061
"821",0.160890380432395
"822",0.160890380432395
"823",0.160890380432395
"824",-3.63593800527571
"825",0.160890380432395
"826",0.160890380432395
"827",0.160890380432395
"828",0.160890380432395
"829",-0.00294852364066322
"830",-0.0132917330959225
"831",0.160890380432395
"832",0.160890380432395
"833",0.160890380432395
"834",-0.0132917330959225
"835",0.160890380432395
"836",-0.0132917330959225
"837",-0.0132917330959225
"838",0.160890380432395
"839",0.160890380432395
"840",0.160890380432395
"841",0.160890380432395
"842",0.225123393269473
"843",0.160890380432395
"844",0.160890380432395
"845",-0.00294852364066322
"846",0.160890380432395
"847",0.160890380432395
"848",-0.0132917330959225
"849",-0.0132917330959225
"850",0.160890380432395
"851",0.225123393269473
"852",0.160890380432395
"853",0.225123393269473
"854",0.160890380432395
"855",0.160890380432395
"856",0.225123393269473
"857",-0.0132917330959225
"858",0.160890380432395
"859",0.160890380432395
"860",0.160890380432395
"861",0.160890380432395
"862",0.467449171190443
"863",0.160890380432395
"864",0.225123393269473
"865",0.160890380432395
"866",0.225123393269473
"867",0.160890380432395
"868",0.225123393269473
"869",0.917613679630029
"870",0.160890380432395
"871",-0.0132917330959225
"872",0.160890380432395
"873",0.225123393269473
"874",0.160890380432395
"875",-0.0132917330959225
"876",0.160890380432395
"877",0.160890380432395
"878",0.160890380432395
"879",0.160890380432395
"880",0.160890380432395
"881",0.160890380432395
"882",0.160890380432395
"883",-0.0132917330959225
"884",-0.0132917330959225
"885",0.160890380432395
"886",0.160890380432395
"887",0.225123393269473
"888",-0.0132917330959225
"889",0.160890380432395
"890",-0.0132917330959225
"891",0.160890380432395
"892",0.160890380432395
"893",0.160890380432395
"894",0.225123393269473
"895",0.160890380432395
"896",0.160890380432395
"897",0.160890380432395
"898",0.160890380432395
"899",-3.63593800527571
"900",0.160890380432395
"901",-0.0132917330959225
"902",0.160890380432395
"903",-0.0132917330959225
"904",-3.63593800527571
"905",-0.0132917330959225
"906",0.160890380432395
"907",0.160890380432395
"908",0.225123393269473
"909",0.160890380432395
"910",0.160890380432395
"911",4.87479832364617
"912",-0.0132917330959225
"913",0.160890380432395
"914",-0.0132917330959225
"915",-0.0132917330959225
"916",0.160890380432395
"917",-0.00294852364066322
"918",0.225123393269473
"919",0.160890380432395
"920",0.160890380432395
"921",0.225123393269473
"922",0.160890380432395
"923",0.160890380432395
"924",0.160890380432395
"925",0.160890380432395
"926",0.160890380432395
"927",0.225123393269473
"928",0.160890380432395
"929",-6.21774110912402
"930",-0.0132917330959225
"931",0.160890380432395
"932",0.160890380432395
"933",0.160890380432395
"934",0.0706461622645657
"935",0.160890380432395
"936",0.160890380432395
"937",0.160890380432395
"938",-0.0132917330959225
"939",0.160890380432395
"940",0.160890380432395
"941",0.160890380432395
"942",-0.0132917330959225
"943",0.225123393269473
"944",-0.0132917330959225
"945",0.160890380432395
"946",0.160890380432395
"947",0.160890380432395
"948",0.160890380432395
"949",7.16452883441061
"950",0.160890380432395
"951",0.160890380432395
"952",0.160890380432395
"953",0.160890380432395
"954",0.160890380432395
"955",0.160890380432395
"956",0.196394093045647
"957",0.160890380432395
"958",0.160890380432395
"959",0.160890380432395
"960",0.160890380432395
"961",0.160890380432395
"962",0.160890380432395
"963",0.225123393269473
"964",0.160890380432395
"965",-6.21774110912402
"966",0.160890380432395
"967",-0.0132917330959225
"968",0.160890380432395
"969",0.160890380432395
"970",-0.0132917330959225
"971",-0.0132917330959225
"972",0.0706461622645657
"973",0.160890380432395
"974",-3.63593800527571
"975",0.160890380432395
"976",0.160890380432395
"977",0.225123393269473
"978",0.160890380432395
"979",0.160890380432395
"980",0.160890380432395
"981",0.160890380432395
"982",0.160890380432395
"983",-0.0132917330959225
"984",0.160890380432395
"985",-0.0132917330959225
"986",0.160890380432395
"987",0.160890380432395
"988",0.160890380432395
"989",0.225123393269473
"990",10.950126227787
"991",-0.0132917330959225
"992",0.160890380432395
"993",0.160890380432395
"994",0.160890380432395
"995",0.160890380432395
"996",0.160890380432395
"997",-0.0132917330959225
"998",-0.0132917330959225
"999",0.160890380432395
"1000",0.160890380432395
"1001",-0.0132917330959225
"1002",0.467449171190443
"1003",0.160890380432395
"1004",0.160890380432395
"1005",0.160890380432395
"1006",-0.0132917330959225
"1007",-0.0132917330959225
"1008",0.225123393269473
"1009",0.160890380432395
"1010",0.160890380432395
"1011",0.160890380432395
"1012",0.225123393269473
"1013",0.160890380432395
"1014",0.160890380432395
"1015",0.160890380432395
"1016",-0.0132917330959225
"1017",0.225123393269473
"1018",0.160890380432395
"1019",-0.0132917330959225
"1020",0.225123393269473
"1021",0.160890380432395
"1022",0.160890380432395
"1023",0.160890380432395
"1024",0.160890380432395
"1025",0.160890380432395
"1026",0.225123393269473
"1027",0.160890380432395
"1028",0.160890380432395
"1029",0.160890380432395
"1030",0.160890380432395
"1031",0.160890380432395
"1032",0.160890380432395
"1033",-4.26862187899654
"1034",0.225123393269473
"1035",-0.0132917330959225
"1036",0.160890380432395
"1037",0.160890380432395
"1038",-0.0132917330959225
"1039",-0.0132917330959225
"1040",0.160890380432395
"1041",0.160890380432395
"1042",-0.0132917330959225
"1043",-0.0132917330959225
"1044",-0.0132917330959225
"1045",0.160890380432395
"1046",0.160890380432395
"1047",0.467449171190443
"1048",0.160890380432395
"1049",0.160890380432395
"1050",0.160890380432395
"1051",0.160890380432395
"1052",-0.0132917330959225
"1053",0.160890380432395
"1054",0.160890380432395
"1055",0.160890380432395
"1056",-0.0132917330959225
"1057",-0.0132917330959225
"1058",0.160890380432395
"1059",0.160890380432395
"1060",0.160890380432395
"1061",0.160890380432395
"1062",0.160890380432395
"1063",0.160890380432395
"1064",0.160890380432395
"1065",0.225123393269473
"1066",0.160890380432395
"1067",0.225123393269473
"1068",-0.0132917330959225
"1069",0.160890380432395
"1070",0.160890380432395
"1071",-0.0132917330959225
"1072",0.160890380432395
"1073",0.160890380432395
"1074",0.225123393269473
"1075",0.160890380432395
"1076",0.160890380432395
"1077",0.160890380432395
"1078",0.160890380432395
"1079",0.160890380432395
"1080",0.160890380432395
"1081",0.160890380432395
"1082",-0.588258125684106
"1083",0.160890380432395
"1084",-0.0132917330959225
"1085",0.160890380432395
"1086",0.160890380432395
"1087",-0.0132917330959225
"1088",0.160890380432395
"1089",0.160890380432395
"1090",0.160890380432395
"1091",0.160890380432395
"1092",0.160890380432395
"1093",0.160890380432395
"1094",0.160890380432395
"1095",0.160890380432395
"1096",0.160890380432395
"1097",0.160890380432395
"1098",0.160890380432395
"1099",0.160890380432395
"1100",0.160890380432395
"1101",0.160890380432395
"1102",-0.0132917330959225
"1103",0.160890380432395
"1104",0.225123393269473
"1105",0.160890380432395
"1106",0.160890380432395
"1107",0.467449171190443
"1108",0.160890380432395
"1109",-0.0132917330959225
"1110",-0.0132917330959225
"1111",0.160890380432395
"1112",-0.0132917330959225
"1113",0.160890380432395
"1114",0.160890380432395
"1115",0.160890380432395
"1116",0.160890380432395
"1117",0.160890380432395
"1118",0.160890380432395
"1119",0.160890380432395
"1120",0.160890380432395
"1121",0.160890380432395
"1122",0.160890380432395
"1123",0.160890380432395
"1124",0.160890380432395
"1125",0.160890380432395
"1126",0.225123393269473
"1127",0.160890380432395
"1128",0.160890380432395
"1129",0.160890380432395
"1130",0.160890380432395
"1131",0.160890380432395
"1132",-0.0132917330959225
"1133",0.160890380432395
"1134",-0.0132917330959225
"1135",0.225123393269473
"1136",0.467449171190443
"1137",0.0706461622645657
"1138",0.225123393269473
"1139",0.160890380432395
"1140",0.160890380432395
"1141",0.160890380432395
"1142",0.160890380432395
"1143",0.160890380432395
"1144",0.160890380432395
"1145",-0.0132917330959225
"1146",0.160890380432395
"1147",0.160890380432395
"1148",-0.0132917330959225
"1149",0.160890380432395
"1150",0.160890380432395
"1151",-0.588258125684106
"1152",-0.0132917330959225
"1153",0.160890380432395
"1154",0.160890380432395
"1155",0.160890380432395
"1156",0.160890380432395
"1157",-0.0132917330959225
"1158",-0.0132917330959225
"1159",0.160890380432395
"1160",0.160890380432395
"1161",0.160890380432395
"1162",-0.0132917330959225
"1163",0.160890380432395
"1164",0.160890380432395
"1165",0.160890380432395
"1166",0.160890380432395
"1167",0.160890380432395
"1168",0.160890380432395
"1169",-0.0132917330959225
"1170",0.160890380432395
"1171",0.160890380432395
"1172",0.160890380432395
"1173",0.160890380432395
"1174",0.0706461622645657
"1175",-0.0132917330959225
"1176",0.160890380432395
"1177",0.160890380432395
"1178",0.160890380432395
"1179",0.160890380432395
"1180",0.160890380432395
"1181",0.160890380432395
"1182",0.160890380432395
"1183",0.160890380432395
"1184",0.160890380432395
"1185",0.160890380432395
"1186",0.160890380432395
"1187",0.160890380432395
"1188",0.225123393269473
"1189",-0.0132917330959225
"1190",-0.0132917330959225
"1191",0.160890380432395
"1192",-0.0132917330959225
"1193",0.196394093045647
"1194",0.160890380432395
"1195",-0.0132917330959225
"1196",-3.63593800527571
"1197",0.160890380432395
"1198",0.160890380432395
"1199",0.160890380432395
"1200",0.160890380432395
"1201",0.160890380432395
"1202",0.225123393269473
"1203",0.160890380432395
"1204",-4.26862187899654
"1205",0.160890380432395
"1206",0.160890380432395
"1207",-0.0132917330959225
