"","equi_c_output"
"453",0.42510069890625
"454",-17.6490521123973
"455",0.42510069890625
"456",0.42510069890625
"457",0.42510069890625
"458",-9.27345329008875
"459",0.42510069890625
"460",0.42510069890625
"461",0.42510069890625
"462",0.42510069890625
"463",0.42510069890625
"464",0.42510069890625
"465",0.0413059488657066
"466",0.42510069890625
"467",0.42510069890625
"468",0.42510069890625
"469",0.0413059488657066
"470",0.42510069890625
"471",0.0413059488657066
"472",-9.27345329008875
"473",0.42510069890625
"474",0.42510069890625
"475",-0.672710941731342
"476",0.42510069890625
"477",0.42510069890625
"478",0.42510069890625
"479",0.42510069890625
"480",0.42510069890625
"481",0.42510069890625
"482",0.42510069890625
"483",0.42510069890625
"484",0.42510069890625
"485",0.42510069890625
"486",0.42510069890625
"487",0.130000361347536
"488",0.42510069890625
"489",0.42510069890625
"490",0.130000361347536
"491",0.42510069890625
"492",0.951641857417612
"493",0.42510069890625
"494",0.42510069890625
"495",-0.672710941731342
"496",0.42510069890625
"497",0.42510069890625
"498",0.42510069890625
"499",0.42510069890625
"500",0.42510069890625
"501",0.0413059488657066
"502",0.42510069890625
"503",0.42510069890625
"504",0.42510069890625
"505",-0.672710941731342
"506",0.0413059488657066
"507",-0.672710941731342
"508",0.42510069890625
"509",0.42510069890625
"510",-2.79663554017089
"511",0.42510069890625
"512",0.42510069890625
"513",0.42510069890625
"514",0.0413059488657066
"515",0.42510069890625
"516",0.130000361347536
"517",0.42510069890625
"518",0.42510069890625
"519",-17.6490521123973
"520",0.0413059488657066
"521",0.42510069890625
"522",0.42510069890625
"523",0.42510069890625
"524",-0.280115506509524
"525",0.42510069890625
"526",0.42510069890625
"527",0.42510069890625
"528",0.42510069890625
"529",0.0413059488657066
"530",0.42510069890625
"531",0.0413059488657066
"532",0.0413059488657066
"533",-0.672710941731342
"534",0.42510069890625
"535",0.0413059488657066
"536",0.0413059488657066
"537",0.42510069890625
"538",0.0413059488657066
"539",0.42510069890625
"540",0.0413059488657066
"541",0.42510069890625
"542",0.42510069890625
"543",0.42510069890625
"544",0.130000361347536
"545",0.42510069890625
"546",0.0413059488657066
"547",0.42510069890625
"548",0.0413059488657066
"549",-0.280115506509524
"550",0.0413059488657066
"551",0.42510069890625
"552",0.42510069890625
"553",0.42510069890625
"554",0.42510069890625
"555",0.42510069890625
"556",0.0413059488657066
"557",0.42510069890625
"558",0.42510069890625
"559",0.42510069890625
"560",0.0413059488657066
"561",0.42510069890625
"562",-9.27345329008875
"563",0.42510069890625
"564",-9.27345329008875
"565",0.42510069890625
"566",0.42510069890625
"567",0.42510069890625
"568",0.42510069890625
"569",0.130000361347536
"570",0.0413059488657066
"571",0.42510069890625
"572",0.42510069890625
"573",-0.280115506509524
"574",0.42510069890625
"575",0.0413059488657066
"576",0.42510069890625
"577",0.42510069890625
"578",2.55248865963932
"579",0.42510069890625
"580",0.42510069890625
"581",0.42510069890625
"582",0.42510069890625
"583",0.42510069890625
"584",0.130000361347536
"585",0.42510069890625
"586",0.0413059488657066
"587",0.0413059488657066
"588",0.0413059488657066
"589",0.42510069890625
"590",0.951641857417612
"591",0.0413059488657066
"592",0.42510069890625
"593",0.0413059488657066
"594",0.42510069890625
"595",0.42510069890625
"596",0.42510069890625
"597",0.42510069890625
"598",0.42510069890625
"599",0.951641857417612
"600",0.0413059488657066
"601",0.42510069890625
"602",-0.672710941731342
"603",0.42510069890625
"604",0.0413059488657066
"605",0.42510069890625
"606",0.0413059488657066
"607",0.42510069890625
"608",0.42510069890625
"609",0.42510069890625
"610",0.42510069890625
"611",0.42510069890625
"612",0.42510069890625
"613",0.0413059488657066
"614",0.42510069890625
"615",0.42510069890625
"616",0.42510069890625
"617",0.42510069890625
"618",0.951641857417612
"619",0.42510069890625
"620",0.42510069890625
"621",-17.6490521123973
"622",0.42510069890625
"623",0.42510069890625
"624",0.42510069890625
"625",0.42510069890625
"626",0.0413059488657066
"627",0.42510069890625
"628",0.0413059488657066
"629",0.0413059488657066
"630",0.42510069890625
"631",0.42510069890625
"632",0.42510069890625
"633",0.42510069890625
"634",-0.672710941731342
"635",0.42510069890625
"636",0.0413059488657066
"637",0.42510069890625
"638",0.42510069890625
"639",0.42510069890625
"640",0.42510069890625
"641",0.42510069890625
"642",-0.280115506509524
"643",0.42510069890625
"644",0.0413059488657066
"645",0.42510069890625
"646",0.42510069890625
"647",0.42510069890625
"648",0.42510069890625
"649",0.42510069890625
"650",0.130000361347536
"651",0.42510069890625
"652",0.42510069890625
"653",0.42510069890625
"654",0.0413059488657066
"655",0.42510069890625
"656",0.42510069890625
"657",0.42510069890625
"658",0.0413059488657066
"659",0.42510069890625
"660",0.42510069890625
"661",0.0413059488657066
"662",0.0413059488657066
"663",0.42510069890625
"664",0.42510069890625
"665",0.0413059488657066
"666",0.42510069890625
"667",0.42510069890625
"668",-9.27345329008875
"669",0.42510069890625
"670",0.42510069890625
"671",0.0413059488657066
"672",0.42510069890625
"673",0.42510069890625
"674",0.42510069890625
"675",0.42510069890625
"676",0.42510069890625
"677",0.42510069890625
"678",0.42510069890625
"679",0.42510069890625
"680",0.0413059488657066
"681",0.0413059488657066
"682",0.42510069890625
"683",0.0413059488657066
"684",0.0413059488657066
"685",0.42510069890625
"686",0.42510069890625
"687",0.42510069890625
"688",0.0413059488657066
"689",0.42510069890625
"690",0.42510069890625
"691",0.0413059488657066
"692",0.42510069890625
"693",0.42510069890625
"694",0.42510069890625
"695",0.42510069890625
"696",0.42510069890625
"697",0.42510069890625
"698",0.42510069890625
"699",0.42510069890625
"700",0.42510069890625
"701",0.42510069890625
"702",0.0413059488657066
"703",0.42510069890625
"704",0.42510069890625
"705",0.42510069890625
"706",0.42510069890625
"707",0.42510069890625
"708",0.42510069890625
"709",0.0413059488657066
"710",0.42510069890625
"711",0.0413059488657066
"712",0.42510069890625
"713",0.42510069890625
"714",2.55248865963932
"715",0.42510069890625
"716",0.42510069890625
"717",0.42510069890625
"718",0.42510069890625
"719",0.42510069890625
"720",0.42510069890625
"721",0.0413059488657066
"722",0.42510069890625
"723",0.42510069890625
"724",0.42510069890625
"725",0.42510069890625
"726",0.42510069890625
"727",0.42510069890625
"728",0.42510069890625
"729",0.42510069890625
"730",0.42510069890625
"731",0.42510069890625
"732",0.42510069890625
"733",-9.27345329008875
"734",0.42510069890625
"735",0.0413059488657066
"736",0.42510069890625
"737",0.42510069890625
"738",0.42510069890625
"739",0.42510069890625
"740",0.42510069890625
"741",0.42510069890625
"742",0.42510069890625
"743",0.42510069890625
"744",0.42510069890625
"745",0.42510069890625
"746",0.42510069890625
"747",0.42510069890625
"748",0.0413059488657066
"749",0.42510069890625
"750",0.42510069890625
"751",0.0413059488657066
"752",0.42510069890625
"753",0.42510069890625
"754",0.42510069890625
"755",0.42510069890625
"756",0.42510069890625
"757",0.42510069890625
"758",0.42510069890625
"759",0.42510069890625
"760",0.0413059488657066
"761",0.42510069890625
"762",0.42510069890625
"763",0.42510069890625
"764",0.42510069890625
"765",0.42510069890625
"766",0.0413059488657066
"767",0.42510069890625
"768",0.42510069890625
"769",0.0413059488657066
"770",0.42510069890625
"771",0.42510069890625
"772",0.42510069890625
"773",0.42510069890625
"774",0.0413059488657066
"775",0.42510069890625
"776",0.0413059488657066
"777",0.42510069890625
"778",0.42510069890625
"779",0.42510069890625
"780",0.42510069890625
"781",0.42510069890625
"782",0.42510069890625
"783",0.42510069890625
"784",0.42510069890625
"785",0.42510069890625
"786",0.42510069890625
"787",0.42510069890625
"788",0.42510069890625
"789",0.42510069890625
"790",0.42510069890625
"791",0.42510069890625
"792",0.42510069890625
"793",0.42510069890625
"794",0.42510069890625
"795",0.42510069890625
"796",13.0260111375356
"797",0.0413059488657066
"798",0.42510069890625
"799",0.0413059488657066
"800",0.130000361347536
"801",0.42510069890625
"802",0.42510069890625
"803",0.42510069890625
"804",0.0413059488657066
"805",-0.672710941731342
"806",0.42510069890625
"807",0.42510069890625
"808",0.0413059488657066
"809",0.42510069890625
"810",0.42510069890625
"811",0.42510069890625
"812",0.42510069890625
"813",0.42510069890625
"814",0.42510069890625
"815",0.42510069890625
"816",0.42510069890625
"817",0.0413059488657066
"818",0.0413059488657066
"819",0.0413059488657066
"820",0.42510069890625
"821",0.42510069890625
"822",0.42510069890625
"823",0.42510069890625
"824",-9.27345329008875
"825",0.42510069890625
"826",0.42510069890625
"827",0.42510069890625
"828",0.42510069890625
"829",0.130000361347536
"830",0.0413059488657066
"831",0.42510069890625
"832",0.42510069890625
"833",0.42510069890625
"834",0.0413059488657066
"835",0.42510069890625
"836",0.0413059488657066
"837",0.0413059488657066
"838",0.42510069890625
"839",0.42510069890625
"840",0.42510069890625
"841",0.42510069890625
"842",0.42510069890625
"843",0.42510069890625
"844",0.42510069890625
"845",0.130000361347536
"846",0.42510069890625
"847",0.42510069890625
"848",0.0413059488657066
"849",0.0413059488657066
"850",0.42510069890625
"851",0.42510069890625
"852",0.42510069890625
"853",0.42510069890625
"854",0.42510069890625
"855",0.42510069890625
"856",0.42510069890625
"857",0.0413059488657066
"858",0.42510069890625
"859",0.42510069890625
"860",0.42510069890625
"861",0.42510069890625
"862",2.55248865963932
"863",0.42510069890625
"864",0.42510069890625
"865",0.42510069890625
"866",0.42510069890625
"867",0.42510069890625
"868",0.42510069890625
"869",0.42510069890625
"870",0.42510069890625
"871",0.0413059488657066
"872",0.42510069890625
"873",0.42510069890625
"874",0.42510069890625
"875",0.0413059488657066
"876",0.42510069890625
"877",0.42510069890625
"878",0.42510069890625
"879",0.42510069890625
"880",0.42510069890625
"881",0.42510069890625
"882",0.42510069890625
"883",0.0413059488657066
"884",0.0413059488657066
"885",0.42510069890625
"886",0.42510069890625
"887",0.42510069890625
"888",0.0413059488657066
"889",0.42510069890625
"890",0.0413059488657066
"891",0.42510069890625
"892",0.42510069890625
"893",0.42510069890625
"894",0.42510069890625
"895",0.42510069890625
"896",0.42510069890625
"897",0.42510069890625
"898",0.42510069890625
"899",-9.27345329008875
"900",0.42510069890625
"901",0.0413059488657066
"902",0.42510069890625
"903",0.0413059488657066
"904",-9.27345329008875
"905",0.0413059488657066
"906",0.42510069890625
"907",0.42510069890625
"908",0.42510069890625
"909",0.42510069890625
"910",0.42510069890625
"911",13.0260111375356
"912",0.0413059488657066
"913",0.42510069890625
"914",0.0413059488657066
"915",0.0413059488657066
"916",0.42510069890625
"917",0.130000361347536
"918",0.42510069890625
"919",0.42510069890625
"920",0.42510069890625
"921",0.42510069890625
"922",0.42510069890625
"923",0.42510069890625
"924",0.42510069890625
"925",0.42510069890625
"926",0.42510069890625
"927",0.42510069890625
"928",0.42510069890625
"929",1.95928282469349
"930",0.0413059488657066
"931",0.42510069890625
"932",0.42510069890625
"933",0.42510069890625
"934",-0.280115506509524
"935",0.42510069890625
"936",0.42510069890625
"937",0.42510069890625
"938",0.0413059488657066
"939",0.42510069890625
"940",0.42510069890625
"941",0.42510069890625
"942",0.0413059488657066
"943",0.42510069890625
"944",0.0413059488657066
"945",0.42510069890625
"946",0.42510069890625
"947",0.42510069890625
"948",0.42510069890625
"949",0.42510069890625
"950",0.42510069890625
"951",0.42510069890625
"952",0.42510069890625
"953",0.42510069890625
"954",0.42510069890625
"955",0.42510069890625
"956",0.951641857417612
"957",0.42510069890625
"958",0.42510069890625
"959",0.42510069890625
"960",0.42510069890625
"961",0.42510069890625
"962",0.42510069890625
"963",0.42510069890625
"964",0.42510069890625
"965",-17.4194796573118
"966",0.42510069890625
"967",0.0413059488657066
"968",0.42510069890625
"969",0.42510069890625
"970",0.0413059488657066
"971",0.0413059488657066
"972",-0.280115506509524
"973",0.42510069890625
"974",-9.27345329008875
"975",0.42510069890625
"976",0.42510069890625
"977",0.42510069890625
"978",0.42510069890625
"979",0.42510069890625
"980",0.42510069890625
"981",0.42510069890625
"982",0.42510069890625
"983",0.0413059488657066
"984",0.42510069890625
"985",0.0413059488657066
"986",0.42510069890625
"987",0.42510069890625
"988",0.42510069890625
"989",0.42510069890625
"990",28.0594443020917
"991",0.0413059488657066
"992",0.42510069890625
"993",0.42510069890625
"994",0.42510069890625
"995",0.42510069890625
"996",0.42510069890625
"997",0.0413059488657066
"998",0.0413059488657066
"999",0.42510069890625
"1000",0.42510069890625
"1001",0.0413059488657066
"1002",2.55248865963932
"1003",0.42510069890625
"1004",0.42510069890625
"1005",0.42510069890625
"1006",0.0413059488657066
"1007",0.0413059488657066
"1008",0.42510069890625
"1009",0.42510069890625
"1010",0.42510069890625
"1011",0.42510069890625
"1012",0.42510069890625
"1013",0.42510069890625
"1014",0.42510069890625
"1015",0.42510069890625
"1016",0.0413059488657066
"1017",0.42510069890625
"1018",0.42510069890625
"1019",0.0413059488657066
"1020",0.42510069890625
"1021",0.42510069890625
"1022",0.42510069890625
"1023",0.42510069890625
"1024",0.42510069890625
"1025",0.42510069890625
"1026",0.42510069890625
"1027",0.42510069890625
"1028",0.42510069890625
"1029",0.42510069890625
"1030",0.42510069890625
"1031",0.42510069890625
"1032",0.42510069890625
"1033",-17.6490521123973
"1034",0.42510069890625
"1035",0.0413059488657066
"1036",0.42510069890625
"1037",0.42510069890625
"1038",0.0413059488657066
"1039",0.0413059488657066
"1040",0.42510069890625
"1041",0.42510069890625
"1042",0.0413059488657066
"1043",0.0413059488657066
"1044",0.0413059488657066
"1045",0.42510069890625
"1046",0.42510069890625
"1047",-0.672710941731342
"1048",0.42510069890625
"1049",0.42510069890625
"1050",0.42510069890625
"1051",0.42510069890625
"1052",0.0413059488657066
"1053",0.42510069890625
"1054",0.42510069890625
"1055",0.42510069890625
"1056",0.0413059488657066
"1057",0.0413059488657066
"1058",0.42510069890625
"1059",0.42510069890625
"1060",0.42510069890625
"1061",0.42510069890625
"1062",0.42510069890625
"1063",0.42510069890625
"1064",0.42510069890625
"1065",0.42510069890625
"1066",0.42510069890625
"1067",0.42510069890625
"1068",0.0413059488657066
"1069",0.42510069890625
"1070",0.42510069890625
"1071",0.0413059488657066
"1072",0.42510069890625
"1073",0.42510069890625
"1074",0.42510069890625
"1075",0.42510069890625
"1076",0.42510069890625
"1077",0.42510069890625
"1078",0.42510069890625
"1079",0.42510069890625
"1080",0.42510069890625
"1081",0.42510069890625
"1082",-0.672710941731342
"1083",0.42510069890625
"1084",0.0413059488657066
"1085",0.42510069890625
"1086",0.42510069890625
"1087",0.0413059488657066
"1088",0.42510069890625
"1089",0.42510069890625
"1090",0.42510069890625
"1091",0.42510069890625
"1092",0.42510069890625
"1093",0.42510069890625
"1094",0.42510069890625
"1095",0.42510069890625
"1096",0.42510069890625
"1097",0.42510069890625
"1098",0.42510069890625
"1099",0.42510069890625
"1100",0.42510069890625
"1101",0.42510069890625
"1102",0.0413059488657066
"1103",0.42510069890625
"1104",0.42510069890625
"1105",0.42510069890625
"1106",0.42510069890625
"1107",-0.672710941731342
"1108",0.42510069890625
"1109",0.0413059488657066
"1110",0.0413059488657066
"1111",0.42510069890625
"1112",0.0413059488657066
"1113",0.42510069890625
"1114",0.42510069890625
"1115",0.42510069890625
"1116",0.42510069890625
"1117",0.42510069890625
"1118",0.42510069890625
"1119",0.42510069890625
"1120",0.42510069890625
"1121",0.42510069890625
"1122",0.42510069890625
"1123",0.42510069890625
"1124",0.42510069890625
"1125",0.42510069890625
"1126",0.42510069890625
"1127",0.42510069890625
"1128",0.42510069890625
"1129",0.42510069890625
"1130",0.42510069890625
"1131",0.42510069890625
"1132",0.0413059488657066
"1133",0.42510069890625
"1134",0.0413059488657066
"1135",0.42510069890625
"1136",2.55248865963932
"1137",-0.280115506509524
"1138",0.42510069890625
"1139",0.42510069890625
"1140",0.42510069890625
"1141",0.42510069890625
"1142",0.42510069890625
"1143",0.42510069890625
"1144",0.42510069890625
"1145",0.0413059488657066
"1146",0.42510069890625
"1147",0.42510069890625
"1148",0.0413059488657066
"1149",0.42510069890625
"1150",0.42510069890625
"1151",-0.672710941731342
"1152",0.0413059488657066
"1153",0.42510069890625
"1154",0.42510069890625
"1155",0.42510069890625
"1156",0.42510069890625
"1157",0.0413059488657066
"1158",0.0413059488657066
"1159",0.42510069890625
"1160",0.42510069890625
"1161",0.42510069890625
"1162",0.0413059488657066
"1163",0.42510069890625
"1164",0.42510069890625
"1165",0.42510069890625
"1166",0.42510069890625
"1167",0.42510069890625
"1168",0.42510069890625
"1169",0.0413059488657066
"1170",0.42510069890625
"1171",0.42510069890625
"1172",0.42510069890625
"1173",0.42510069890625
"1174",-0.280115506509524
"1175",0.0413059488657066
"1176",0.42510069890625
"1177",0.42510069890625
"1178",0.42510069890625
"1179",0.42510069890625
"1180",0.42510069890625
"1181",0.42510069890625
"1182",0.42510069890625
"1183",0.42510069890625
"1184",0.42510069890625
"1185",0.42510069890625
"1186",0.42510069890625
"1187",0.42510069890625
"1188",0.42510069890625
"1189",0.0413059488657066
"1190",0.0413059488657066
"1191",0.42510069890625
"1192",0.0413059488657066
"1193",0.951641857417612
"1194",0.42510069890625
"1195",0.0413059488657066
"1196",-9.27345329008875
"1197",0.42510069890625
"1198",0.42510069890625
"1199",0.42510069890625
"1200",0.42510069890625
"1201",0.42510069890625
"1202",0.42510069890625
"1203",0.42510069890625
"1204",-17.6490521123973
"1205",0.42510069890625
"1206",0.42510069890625
"1207",0.0413059488657066
"1208",0.42510069890625
"1209",0.42510069890625
"1210",0.42510069890625
"1211",0.0413059488657066
"1212",0.42510069890625
"1213",0.42510069890625
"1214",0.42510069890625
"1215",0.42510069890625
"1216",0.42510069890625
"1217",0.42510069890625
"1218",0.42510069890625
"1219",0.0413059488657066
"1220",0.42510069890625
"1221",0.42510069890625
"1222",0.42510069890625
"1223",0.42510069890625
"1224",0.42510069890625
"1225",0.42510069890625
