"","ego_output"
"357",0.0939586730013514
"358",0.747085566726035
"359",0.0939586730013514
"360",0.747085566726035
"361",0.19679017693141
"362",0.19679017693141
"363",0.0939586730013514
"364",0.19679017693141
"365",0.0939586730013514
"366",0.0939586730013514
"367",0.0939586730013514
"368",0.0939586730013514
"369",0.0939586730013514
"370",0.0939586730013514
"371",0.0939586730013514
"372",0.567150750369718
"373",0.0939586730013514
"374",0.0939586730013514
"375",0.0939586730013514
"376",0.0939586730013514
"377",0.19679017693141
"378",0.0939586730013514
"379",0.0939586730013514
"380",0.0939586730013514
"381",0.0939586730013514
"382",0.19679017693141
"383",0.19679017693141
"384",0.0939586730013514
"385",0.0939586730013514
"386",0.0939586730013514
"387",0.0939586730013514
"388",0.0939586730013514
"389",0.0939586730013514
"390",0.0939586730013514
"391",0.0939586730013514
"392",0.0939586730013514
"393",0.19679017693141
"394",0.0939586730013514
"395",0.0939586730013514
"396",0.567150750369718
"397",0.19679017693141
"398",0.19679017693141
"399",0.0939586730013514
"400",0.19679017693141
"401",0.0939586730013514
"402",0.19679017693141
"403",0.0939586730013514
"404",0.0939586730013514
"405",0.0939586730013514
"406",0.0939586730013514
"407",0.19679017693141
"408",0.19679017693141
"409",0.0939586730013514
"410",0.0939586730013514
"411",0.567150750369718
"412",0.0939586730013514
"413",0.0939586730013514
"414",0.0939586730013514
"415",0.0939586730013514
"416",0.19679017693141
"417",0.0939586730013514
"418",0.0939586730013514
"419",0.0939586730013514
"420",0.0939586730013514
"421",0.0939586730013514
"422",0.0939586730013514
"423",0.567150750369718
"424",0.19679017693141
"425",0.19679017693141
"426",0.0939586730013514
"427",0.0939586730013514
"428",0.0939586730013514
"429",0.0939586730013514
"430",0.0939586730013514
"431",0.0939586730013514
"432",0.0939586730013514
"433",0.567150750369718
"434",0.19679017693141
"435",0.19679017693141
"436",0.0939586730013514
"437",2.82933610085597
"438",0.19679017693141
"439",0.0939586730013514
"440",0.0939586730013514
"441",0.19679017693141
"442",0.0939586730013514
"443",0.0939586730013514
"444",0.0939586730013514
"445",0.0939586730013514
"446",0.19679017693141
"447",0.0939586730013514
"448",0.567150750369718
"449",0.0939586730013514
"450",0.0939586730013514
"451",0.19679017693141
"452",0.0939586730013514
"453",0.567150750369718
"454",0.85790578065683
"455",0.0939586730013514
"456",0.0939586730013514
"457",0.0939586730013514
"458",8.153796281217
"459",0.0939586730013514
"460",0.0939586730013514
"461",0.0939586730013514
"462",0.0939586730013514
"463",0.0939586730013514
"464",0.567150750369718
"465",0.85790578065683
"466",0.0939586730013514
"467",0.0939586730013514
"468",0.0939586730013514
"469",0.19679017693141
"470",0.0939586730013514
"471",0.19679017693141
"472",-3.74919256952165
"473",0.567150750369718
"474",0.0939586730013514
"475",0.567150750369718
"476",0.747085566726035
"477",0.567150750369718
"478",0.0939586730013514
"479",0.0939586730013514
"480",0.0939586730013514
"481",0.0939586730013514
"482",0.567150750369718
"483",0.0939586730013514
"484",0.0939586730013514
"485",0.567150750369718
"486",0.0939586730013514
"487",0.0939586730013514
"488",0.0939586730013514
"489",0.0939586730013514
"490",0.0939586730013514
"491",0.0939586730013514
"492",0.0939586730013514
"493",0.0939586730013514
"494",0.0939586730013514
"495",2.82933610085597
"496",0.0939586730013514
"497",0.0939586730013514
"498",0.0939586730013514
"499",0.0939586730013514
"500",0.0939586730013514
"501",0.19679017693141
"502",0.0939586730013514
"503",0.0939586730013514
"504",0.0939586730013514
"505",2.82933610085597
"506",0.19679017693141
"507",0.567150750369718
"508",0.0939586730013514
"509",0.0939586730013514
"510",-5.74648097559121
"511",0.0939586730013514
"512",0.0939586730013514
"513",0.567150750369718
"514",0.19679017693141
"515",0.567150750369718
"516",0.747085566726035
"517",0.0939586730013514
"518",0.0939586730013514
"519",-5.74648097559121
"520",0.19679017693141
"521",0.0939586730013514
"522",0.0939586730013514
"523",0.0939586730013514
"524",0.19679017693141
"525",0.0939586730013514
"526",0.0939586730013514
"527",0.747085566726035
"528",0.0939586730013514
"529",0.19679017693141
"530",0.0939586730013514
"531",0.19679017693141
"532",0.19679017693141
"533",0.567150750369718
"534",0.0939586730013514
"535",0.19679017693141
"536",0.19679017693141
"537",0.0939586730013514
"538",0.19679017693141
"539",0.0939586730013514
"540",0.19679017693141
"541",0.0939586730013514
"542",0.567150750369718
"543",0.0939586730013514
"544",0.0939586730013514
"545",0.0939586730013514
"546",0.19679017693141
"547",0.0939586730013514
"548",0.19679017693141
"549",0.19679017693141
"550",0.19679017693141
"551",0.0939586730013514
"552",0.0939586730013514
"553",0.0939586730013514
"554",0.0939586730013514
"555",0.0939586730013514
"556",8.00352513989899
"557",0.0939586730013514
"558",0.0939586730013514
"559",0.0939586730013514
"560",0.19679017693141
"561",0.0939586730013514
"562",-3.74919256952165
"563",0.567150750369718
"564",0.19679017693141
"565",0.0939586730013514
"566",0.0939586730013514
"567",0.0939586730013514
"568",0.0939586730013514
"569",0.0939586730013514
"570",0.19679017693141
"571",0.0939586730013514
"572",0.0939586730013514
"573",0.0939586730013514
"574",0.0939586730013514
"575",0.19679017693141
"576",0.0939586730013514
"577",0.0939586730013514
"578",0.567150750369718
"579",0.0939586730013514
"580",0.0939586730013514
"581",0.567150750369718
"582",0.0939586730013514
"583",0.0939586730013514
"584",0.0939586730013514
"585",0.0939586730013514
"586",0.19679017693141
"587",2.82933610085597
"588",0.19679017693141
"589",0.567150750369718
"590",0.0939586730013514
"591",0.19679017693141
"592",0.0939586730013514
"593",0.85790578065683
"594",0.567150750369718
"595",0.0939586730013514
"596",0.0939586730013514
"597",0.567150750369718
"598",0.0939586730013514
"599",0.0939586730013514
"600",0.19679017693141
"601",0.0939586730013514
"602",0.567150750369718
"603",0.0939586730013514
"604",0.19679017693141
"605",0.0939586730013514
"606",0.19679017693141
"607",0.0939586730013514
"608",0.0939586730013514
"609",0.0939586730013514
"610",0.0939586730013514
"611",0.567150750369718
"612",0.0939586730013514
"613",0.19679017693141
"614",0.0939586730013514
"615",0.0939586730013514
"616",0.0939586730013514
"617",0.0939586730013514
"618",0.0939586730013514
"619",0.0939586730013514
"620",0.0939586730013514
"621",-5.74648097559121
"622",0.0939586730013514
"623",0.0939586730013514
"624",0.0939586730013514
"625",0.0939586730013514
"626",0.819361553744546
"627",0.567150750369718
"628",0.19679017693141
"629",0.85790578065683
"630",0.0939586730013514
"631",0.567150750369718
"632",0.0939586730013514
"633",0.0939586730013514
"634",0.567150750369718
"635",0.747085566726035
"636",0.19679017693141
"637",0.567150750369718
"638",0.567150750369718
"639",0.0939586730013514
"640",0.0939586730013514
"641",0.0939586730013514
"642",8.153796281217
"643",0.0939586730013514
"644",8.00352513989899
"645",0.0939586730013514
"646",0.0939586730013514
"647",0.0939586730013514
"648",0.0939586730013514
"649",0.0939586730013514
"650",0.747085566726035
"651",0.0939586730013514
"652",0.0939586730013514
"653",0.0939586730013514
"654",0.19679017693141
"655",0.0939586730013514
"656",0.0939586730013514
"657",0.0939586730013514
"658",0.19679017693141
"659",0.0939586730013514
"660",0.0939586730013514
"661",0.19679017693141
"662",0.85790578065683
"663",0.0939586730013514
"664",0.0939586730013514
"665",0.19679017693141
"666",0.747085566726035
"667",0.567150750369718
"668",0.19679017693141
"669",0.0939586730013514
"670",0.0939586730013514
"671",0.85790578065683
"672",0.0939586730013514
"673",0.0939586730013514
"674",0.0939586730013514
"675",0.0939586730013514
"676",0.0939586730013514
"677",0.0939586730013514
"678",0.0939586730013514
"679",0.0939586730013514
"680",0.19679017693141
"681",0.19679017693141
"682",0.0939586730013514
"683",0.19679017693141
"684",0.19679017693141
"685",0.0939586730013514
"686",0.0939586730013514
"687",0.567150750369718
"688",2.82933610085597
"689",0.0939586730013514
"690",0.567150750369718
"691",0.19679017693141
"692",0.0939586730013514
"693",0.0939586730013514
"694",0.0939586730013514
"695",0.0939586730013514
"696",0.0939586730013514
"697",0.0939586730013514
"698",0.0939586730013514
"699",0.0939586730013514
"700",0.0939586730013514
"701",0.0939586730013514
"702",0.85790578065683
"703",0.0939586730013514
"704",0.567150750369718
"705",0.747085566726035
"706",0.0939586730013514
"707",0.0939586730013514
"708",0.567150750369718
"709",0.19679017693141
"710",0.0939586730013514
"711",0.19679017693141
"712",0.0939586730013514
"713",0.0939586730013514
"714",0.567150750369718
"715",0.0939586730013514
"716",0.0939586730013514
"717",0.0939586730013514
"718",0.567150750369718
"719",0.0939586730013514
"720",0.0939586730013514
"721",0.85790578065683
"722",0.0939586730013514
"723",0.0939586730013514
"724",0.0939586730013514
"725",0.0939586730013514
"726",0.0939586730013514
"727",0.0939586730013514
"728",0.567150750369718
"729",0.0939586730013514
"730",0.0939586730013514
"731",0.0939586730013514
"732",0.0939586730013514
"733",-3.74919256952165
"734",0.0939586730013514
"735",4.84699495003166
"736",0.0939586730013514
"737",0.567150750369718
"738",0.0939586730013514
"739",0.0939586730013514
"740",0.0939586730013514
"741",0.0939586730013514
"742",0.0939586730013514
"743",0.0939586730013514
"744",0.0939586730013514
"745",0.0939586730013514
"746",0.0939586730013514
"747",0.0939586730013514
"748",0.19679017693141
"749",0.0939586730013514
"750",0.0939586730013514
"751",2.82933610085597
"752",0.0939586730013514
"753",0.0939586730013514
"754",0.0939586730013514
"755",0.0939586730013514
"756",0.0939586730013514
"757",0.0939586730013514
"758",0.0939586730013514
"759",0.0939586730013514
"760",0.19679017693141
"761",0.0939586730013514
"762",0.567150750369718
"763",0.0939586730013514
"764",0.0939586730013514
"765",0.567150750369718
"766",2.82933610085597
"767",0.0939586730013514
"768",0.0939586730013514
"769",8.00352513989899
"770",0.0939586730013514
"771",0.0939586730013514
"772",0.747085566726035
"773",0.0939586730013514
"774",0.19679017693141
"775",0.0939586730013514
"776",0.85790578065683
"777",0.0939586730013514
"778",0.0939586730013514
"779",0.0939586730013514
"780",0.0939586730013514
"781",0.0939586730013514
"782",0.0939586730013514
"783",0.0939586730013514
"784",0.0939586730013514
"785",0.567150750369718
"786",0.0939586730013514
"787",0.0939586730013514
"788",0.0939586730013514
"789",0.567150750369718
"790",0.0939586730013514
"791",0.0939586730013514
"792",0.567150750369718
"793",0.0939586730013514
"794",0.0939586730013514
"795",0.567150750369718
"796",0.0939586730013514
"797",0.19679017693141
"798",0.0939586730013514
"799",0.19679017693141
"800",-6.389379732874
"801",0.567150750369718
"802",0.0939586730013514
"803",0.0939586730013514
"804",0.19679017693141
"805",-0.47510745129325
"806",0.0939586730013514
"807",0.0939586730013514
"808",0.19679017693141
"809",0.747085566726035
"810",0.0939586730013514
"811",0.0939586730013514
"812",0.0939586730013514
"813",0.0939586730013514
"814",0.0939586730013514
"815",0.0939586730013514
"816",0.0939586730013514
"817",0.19679017693141
"818",0.19679017693141
"819",2.82933610085597
"820",0.747085566726035
"821",0.0939586730013514
"822",0.0939586730013514
"823",0.0939586730013514
"824",-0.47510745129325
"825",0.0939586730013514
"826",0.0939586730013514
"827",0.0939586730013514
"828",0.0939586730013514
"829",0.747085566726035
"830",0.19679017693141
"831",0.0939586730013514
"832",0.0939586730013514
"833",0.0939586730013514
"834",0.19679017693141
"835",0.0939586730013514
"836",0.19679017693141
"837",0.19679017693141
"838",0.0939586730013514
"839",0.0939586730013514
"840",0.0939586730013514
"841",0.0939586730013514
"842",0.567150750369718
"843",0.0939586730013514
"844",0.0939586730013514
"845",0.747085566726035
"846",0.0939586730013514
"847",0.0939586730013514
"848",0.19679017693141
"849",0.19679017693141
"850",0.0939586730013514
"851",0.567150750369718
"852",0.0939586730013514
"853",0.567150750369718
"854",0.0939586730013514
"855",0.0939586730013514
"856",0.567150750369718
"857",0.819361553744546
"858",0.0939586730013514
"859",0.0939586730013514
"860",0.0939586730013514
"861",0.0939586730013514
"862",0.567150750369718
"863",0.0939586730013514
"864",0.567150750369718
"865",0.567150750369718
"866",0.567150750369718
"867",0.0939586730013514
"868",0.567150750369718
"869",0.567150750369718
"870",0.0939586730013514
"871",0.19679017693141
"872",0.0939586730013514
"873",0.567150750369718
"874",0.0939586730013514
"875",0.19679017693141
"876",0.567150750369718
"877",0.0939586730013514
"878",0.0939586730013514
"879",0.0939586730013514
"880",0.0939586730013514
"881",0.0939586730013514
"882",0.0939586730013514
"883",0.819361553744546
"884",0.19679017693141
"885",0.0939586730013514
"886",0.567150750369718
"887",0.567150750369718
"888",0.19679017693141
"889",0.0939586730013514
"890",0.19679017693141
"891",0.0939586730013514
"892",0.0939586730013514
"893",0.0939586730013514
"894",0.567150750369718
"895",0.0939586730013514
"896",0.0939586730013514
"897",0.0939586730013514
"898",0.0939586730013514
"899",0.567150750369718
"900",0.0939586730013514
"901",0.85790578065683
"902",0.0939586730013514
"903",0.19679017693141
"904",-3.74919256952165
"905",0.19679017693141
"906",0.0939586730013514
"907",0.0939586730013514
"908",0.567150750369718
"909",0.0939586730013514
"910",0.0939586730013514
"911",0.0939586730013514
"912",0.19679017693141
"913",0.0939586730013514
"914",0.19679017693141
"915",0.85790578065683
"916",0.0939586730013514
"917",0.0939586730013514
"918",0.567150750369718
"919",0.0939586730013514
"920",0.0939586730013514
"921",0.567150750369718
"922",0.0939586730013514
"923",0.0939586730013514
"924",0.0939586730013514
"925",0.0939586730013514
"926",0.567150750369718
"927",0.567150750369718
"928",0.0939586730013514
"929",-17.5771897253951
"930",0.19679017693141
"931",0.0939586730013514
"932",0.567150750369718
"933",0.0939586730013514
"934",2.5578650135177
"935",0.0939586730013514
"936",0.0939586730013514
"937",0.0939586730013514
"938",0.19679017693141
"939",0.0939586730013514
"940",0.0939586730013514
"941",0.0939586730013514
"942",0.85790578065683
"943",0.567150750369718
"944",0.19679017693141
"945",0.0939586730013514
"946",0.0939586730013514
"947",0.0939586730013514
"948",0.0939586730013514
"949",0.747085566726035
"950",0.0939586730013514
"951",0.0939586730013514
"952",0.0939586730013514
"953",0.0939586730013514
"954",0.0939586730013514
"955",0.0939586730013514
"956",0.0939586730013514
"957",0.0939586730013514
"958",0.0939586730013514
"959",0.0939586730013514
"960",0.0939586730013514
"961",0.0939586730013514
"962",0.0939586730013514
"963",0.747085566726035
"964",0.0939586730013514
"965",-6.389379732874
"966",0.0939586730013514
"967",0.19679017693141
"968",0.0939586730013514
"969",0.0939586730013514
"970",0.19679017693141
"971",2.82933610085597
"972",0.19679017693141
"973",0.0939586730013514
"974",-3.74919256952165
"975",0.0939586730013514
"976",0.0939586730013514
"977",0.747085566726035
"978",0.0939586730013514
"979",0.0939586730013514
"980",0.0939586730013514
"981",0.0939586730013514
"982",0.0939586730013514
"983",0.19679017693141
"984",0.0939586730013514
"985",0.19679017693141
"986",0.0939586730013514
"987",0.567150750369718
"988",0.567150750369718
"989",0.567150750369718
"990",2.5578650135177
"991",0.19679017693141
"992",0.0939586730013514
"993",0.0939586730013514
"994",0.0939586730013514
"995",0.0939586730013514
"996",0.567150750369718
"997",0.19679017693141
"998",0.19679017693141
"999",0.0939586730013514
"1000",0.0939586730013514
"1001",2.82933610085597
"1002",0.567150750369718
"1003",0.0939586730013514
"1004",0.0939586730013514
"1005",0.0939586730013514
"1006",0.19679017693141
"1007",0.19679017693141
"1008",0.567150750369718
"1009",0.0939586730013514
"1010",0.0939586730013514
"1011",0.0939586730013514
"1012",0.567150750369718
"1013",0.0939586730013514
"1014",0.0939586730013514
"1015",0.0939586730013514
"1016",0.19679017693141
"1017",0.567150750369718
"1018",0.567150750369718
"1019",0.19679017693141
"1020",0.747085566726035
"1021",0.0939586730013514
"1022",0.0939586730013514
"1023",0.0939586730013514
"1024",0.0939586730013514
"1025",0.0939586730013514
"1026",0.567150750369718
"1027",0.0939586730013514
"1028",0.0939586730013514
"1029",0.0939586730013514
"1030",0.0939586730013514
"1031",0.0939586730013514
"1032",0.0939586730013514
"1033",-5.74648097559121
"1034",0.567150750369718
"1035",0.19679017693141
"1036",0.0939586730013514
"1037",0.0939586730013514
"1038",0.19679017693141
"1039",0.19679017693141
"1040",0.0939586730013514
"1041",0.0939586730013514
"1042",2.82933610085597
"1043",2.82933610085597
"1044",0.19679017693141
"1045",0.0939586730013514
"1046",0.0939586730013514
"1047",0.567150750369718
"1048",0.0939586730013514
"1049",0.0939586730013514
"1050",0.0939586730013514
"1051",0.0939586730013514
"1052",0.19679017693141
"1053",0.0939586730013514
"1054",0.0939586730013514
"1055",0.0939586730013514
"1056",0.19679017693141
"1057",0.819361553744546
"1058",0.0939586730013514
"1059",0.0939586730013514
"1060",0.0939586730013514
"1061",0.0939586730013514
"1062",0.0939586730013514
"1063",0.0939586730013514
"1064",0.0939586730013514
"1065",0.567150750369718
"1066",0.0939586730013514
"1067",0.567150750369718
"1068",0.19679017693141
"1069",0.0939586730013514
"1070",0.0939586730013514
"1071",0.19679017693141
"1072",0.0939586730013514
"1073",0.0939586730013514
"1074",0.747085566726035
"1075",0.0939586730013514
"1076",0.0939586730013514
"1077",0.0939586730013514
"1078",0.0939586730013514
"1079",0.0939586730013514
"1080",0.0939586730013514
"1081",0.0939586730013514
"1082",-0.47510745129325
"1083",0.0939586730013514
"1084",0.19679017693141
"1085",0.0939586730013514
"1086",0.0939586730013514
"1087",0.85790578065683
"1088",0.0939586730013514
"1089",0.0939586730013514
"1090",0.0939586730013514
"1091",0.0939586730013514
"1092",0.0939586730013514
"1093",0.0939586730013514
"1094",0.0939586730013514
"1095",0.0939586730013514
"1096",0.0939586730013514
"1097",0.0939586730013514
"1098",0.0939586730013514
"1099",0.0939586730013514
"1100",0.0939586730013514
"1101",0.0939586730013514
"1102",0.85790578065683
"1103",0.0939586730013514
"1104",0.567150750369718
"1105",0.0939586730013514
"1106",0.0939586730013514
"1107",0.567150750369718
"1108",0.0939586730013514
"1109",0.19679017693141
"1110",0.819361553744546
"1111",0.0939586730013514
"1112",0.19679017693141
"1113",0.0939586730013514
"1114",0.0939586730013514
"1115",0.0939586730013514
"1116",0.0939586730013514
"1117",0.0939586730013514
"1118",0.0939586730013514
"1119",0.0939586730013514
"1120",0.0939586730013514
"1121",0.0939586730013514
"1122",0.0939586730013514
"1123",0.0939586730013514
"1124",0.0939586730013514
"1125",0.0939586730013514
"1126",0.567150750369718
"1127",0.0939586730013514
"1128",0.0939586730013514
"1129",0.0939586730013514
"1130",0.0939586730013514
"1131",0.0939586730013514
"1132",0.19679017693141
"1133",0.0939586730013514
"1134",0.19679017693141
"1135",0.567150750369718
"1136",0.567150750369718
"1137",2.5578650135177
"1138",0.567150750369718
"1139",0.0939586730013514
"1140",0.0939586730013514
"1141",0.0939586730013514
"1142",0.0939586730013514
"1143",0.0939586730013514
"1144",0.0939586730013514
"1145",0.85790578065683
"1146",0.0939586730013514
"1147",0.567150750369718
"1148",0.819361553744546
"1149",0.0939586730013514
"1150",0.0939586730013514
"1151",-0.47510745129325
"1152",0.19679017693141
"1153",0.0939586730013514
"1154",0.0939586730013514
"1155",0.0939586730013514
"1156",0.0939586730013514
"1157",0.19679017693141
"1158",0.85790578065683
"1159",0.0939586730013514
"1160",0.0939586730013514
"1161",0.0939586730013514
"1162",0.19679017693141
"1163",0.0939586730013514
"1164",0.0939586730013514
"1165",0.0939586730013514
"1166",0.0939586730013514
"1167",0.0939586730013514
"1168",0.0939586730013514
"1169",0.19679017693141
"1170",0.0939586730013514
"1171",0.0939586730013514
"1172",0.0939586730013514
"1173",0.0939586730013514
"1174",2.5578650135177
"1175",0.19679017693141
"1176",0.0939586730013514
"1177",0.0939586730013514
"1178",0.0939586730013514
"1179",0.0939586730013514
"1180",0.0939586730013514
"1181",0.0939586730013514
