"","ego_c_output"
"467",0.23080512108072
"468",0.23080512108072
"469",0.522192448277418
"470",0.23080512108072
"471",0.522192448277418
"472",-9.73068068753215
"473",0.522192448277418
"474",0.23080512108072
"475",0.522192448277418
"476",1.77729166519822
"477",0.522192448277418
"478",0.23080512108072
"479",0.23080512108072
"480",0.23080512108072
"481",0.23080512108072
"482",0.522192448277418
"483",0.23080512108072
"484",0.23080512108072
"485",0.522192448277418
"486",0.23080512108072
"487",0.23080512108072
"488",0.23080512108072
"489",0.23080512108072
"490",0.23080512108072
"491",0.23080512108072
"492",0.23080512108072
"493",0.23080512108072
"494",0.23080512108072
"495",3.24223572040939
"496",0.23080512108072
"497",0.23080512108072
"498",0.23080512108072
"499",0.23080512108072
"500",0.23080512108072
"501",0.522192448277418
"502",0.23080512108072
"503",0.23080512108072
"504",0.23080512108072
"505",3.24223572040939
"506",0.522192448277418
"507",0.522192448277418
"508",0.23080512108072
"509",0.23080512108072
"510",0.522192448277418
"511",0.23080512108072
"512",0.23080512108072
"513",0.522192448277418
"514",0.522192448277418
"515",0.522192448277418
"516",1.77729166519822
"517",0.23080512108072
"518",0.23080512108072
"519",0.522192448277418
"520",0.522192448277418
"521",0.23080512108072
"522",0.23080512108072
"523",0.23080512108072
"524",0.522192448277418
"525",0.23080512108072
"526",0.23080512108072
"527",1.77729166519822
"528",0.23080512108072
"529",0.522192448277418
"530",0.23080512108072
"531",0.522192448277418
"532",0.522192448277418
"533",0.522192448277418
"534",0.23080512108072
"535",0.522192448277418
"536",0.522192448277418
"537",0.23080512108072
"538",0.522192448277418
"539",0.23080512108072
"540",0.522192448277418
"541",0.23080512108072
"542",0.522192448277418
"543",0.23080512108072
"544",0.23080512108072
"545",0.23080512108072
"546",0.522192448277418
"547",0.23080512108072
"548",0.522192448277418
"549",0.522192448277418
"550",0.522192448277418
"551",0.23080512108072
"552",0.23080512108072
"553",0.23080512108072
"554",0.23080512108072
"555",0.23080512108072
"556",18.0936954495435
"557",0.23080512108072
"558",0.23080512108072
"559",0.23080512108072
"560",0.522192448277418
"561",0.23080512108072
"562",-9.73068068753215
"563",0.522192448277418
"564",0.522192448277418
"565",0.23080512108072
"566",0.23080512108072
"567",0.23080512108072
"568",0.23080512108072
"569",0.23080512108072
"570",0.522192448277418
"571",0.23080512108072
"572",0.23080512108072
"573",0.23080512108072
"574",0.23080512108072
"575",0.522192448277418
"576",0.23080512108072
"577",0.23080512108072
"578",0.522192448277418
"579",0.23080512108072
"580",0.23080512108072
"581",0.522192448277418
"582",0.23080512108072
"583",0.23080512108072
"584",0.23080512108072
"585",0.23080512108072
"586",0.522192448277418
"587",3.24223572040939
"588",0.522192448277418
"589",0.522192448277418
"590",0.23080512108072
"591",0.522192448277418
"592",0.23080512108072
"593",1.75076908321826
"594",0.522192448277418
"595",0.23080512108072
"596",0.23080512108072
"597",0.522192448277418
"598",0.23080512108072
"599",0.23080512108072
"600",0.522192448277418
"601",0.23080512108072
"602",0.522192448277418
"603",0.23080512108072
"604",0.522192448277418
"605",0.23080512108072
"606",0.522192448277418
"607",0.23080512108072
"608",0.23080512108072
"609",0.23080512108072
"610",0.23080512108072
"611",0.522192448277418
"612",0.23080512108072
"613",0.522192448277418
"614",0.23080512108072
"615",0.23080512108072
"616",0.23080512108072
"617",0.23080512108072
"618",0.23080512108072
"619",0.23080512108072
"620",0.23080512108072
"621",0.522192448277418
"622",0.23080512108072
"623",0.23080512108072
"624",0.23080512108072
"625",0.23080512108072
"626",1.36551773575266
"627",0.522192448277418
"628",0.522192448277418
"629",1.75076908321826
"630",0.23080512108072
"631",0.522192448277418
"632",0.23080512108072
"633",0.23080512108072
"634",0.522192448277418
"635",1.77729166519822
"636",0.522192448277418
"637",0.522192448277418
"638",0.522192448277418
"639",0.23080512108072
"640",0.23080512108072
"641",0.23080512108072
"642",17.8620779099177
"643",0.23080512108072
"644",18.0936954495435
"645",0.23080512108072
"646",0.23080512108072
"647",0.23080512108072
"648",0.23080512108072
"649",0.23080512108072
"650",1.77729166519822
"651",0.23080512108072
"652",0.23080512108072
"653",0.23080512108072
"654",0.522192448277418
"655",0.23080512108072
"656",0.23080512108072
"657",0.23080512108072
"658",0.522192448277418
"659",0.23080512108072
"660",0.23080512108072
"661",0.522192448277418
"662",1.75076908321826
"663",0.23080512108072
"664",0.23080512108072
"665",0.522192448277418
"666",1.77729166519822
"667",0.522192448277418
"668",0.522192448277418
"669",0.23080512108072
"670",0.23080512108072
"671",1.75076908321826
"672",0.23080512108072
"673",0.23080512108072
"674",0.23080512108072
"675",0.23080512108072
"676",0.23080512108072
"677",0.23080512108072
"678",0.23080512108072
"679",0.23080512108072
"680",0.522192448277418
"681",0.522192448277418
"682",0.23080512108072
"683",0.522192448277418
"684",0.522192448277418
"685",0.23080512108072
"686",0.23080512108072
"687",0.522192448277418
"688",3.24223572040939
"689",0.23080512108072
"690",0.522192448277418
"691",0.522192448277418
"692",0.23080512108072
"693",0.23080512108072
"694",0.23080512108072
"695",0.23080512108072
"696",0.23080512108072
"697",0.23080512108072
"698",0.23080512108072
"699",0.23080512108072
"700",0.23080512108072
"701",0.23080512108072
"702",1.75076908321826
"703",0.23080512108072
"704",0.522192448277418
"705",1.77729166519822
"706",0.23080512108072
"707",0.23080512108072
"708",0.522192448277418
"709",0.522192448277418
"710",0.23080512108072
"711",0.522192448277418
"712",0.23080512108072
"713",0.23080512108072
"714",0.522192448277418
"715",0.23080512108072
"716",0.23080512108072
"717",0.23080512108072
"718",0.522192448277418
"719",0.23080512108072
"720",0.23080512108072
"721",1.75076908321826
"722",0.23080512108072
"723",0.23080512108072
"724",0.23080512108072
"725",0.23080512108072
"726",0.23080512108072
"727",0.23080512108072
"728",0.522192448277418
"729",0.23080512108072
"730",0.23080512108072
"731",0.23080512108072
"732",0.23080512108072
"733",-9.73068068753215
"734",0.23080512108072
"735",9.17925030919857
"736",0.23080512108072
"737",0.522192448277418
"738",0.23080512108072
"739",0.23080512108072
"740",0.23080512108072
"741",0.23080512108072
"742",0.23080512108072
"743",0.23080512108072
"744",0.23080512108072
"745",0.23080512108072
"746",0.23080512108072
"747",0.23080512108072
"748",0.522192448277418
"749",0.23080512108072
"750",0.23080512108072
"751",3.24223572040939
"752",0.23080512108072
"753",0.23080512108072
"754",0.23080512108072
"755",0.23080512108072
"756",0.23080512108072
"757",0.23080512108072
"758",0.23080512108072
"759",0.23080512108072
"760",0.522192448277418
"761",0.23080512108072
"762",0.522192448277418
"763",0.23080512108072
"764",0.23080512108072
"765",0.522192448277418
"766",3.24223572040939
"767",0.23080512108072
"768",0.23080512108072
"769",18.0936954495435
"770",0.23080512108072
"771",0.23080512108072
"772",1.77729166519822
"773",0.23080512108072
"774",0.522192448277418
"775",0.23080512108072
"776",1.75076908321826
"777",0.23080512108072
"778",0.23080512108072
"779",0.23080512108072
"780",0.23080512108072
"781",0.23080512108072
"782",0.23080512108072
"783",0.23080512108072
"784",0.23080512108072
"785",0.522192448277418
"786",0.23080512108072
"787",0.23080512108072
"788",0.23080512108072
"789",0.522192448277418
"790",0.23080512108072
"791",0.23080512108072
"792",0.522192448277418
"793",0.23080512108072
"794",0.23080512108072
"795",0.522192448277418
"796",0.23080512108072
"797",0.522192448277418
"798",0.23080512108072
"799",0.522192448277418
"800",-13.6527471475719
"801",0.522192448277418
"802",0.23080512108072
"803",0.23080512108072
"804",0.522192448277418
"805",0.522192448277418
"806",0.23080512108072
"807",0.23080512108072
"808",0.522192448277418
"809",1.77729166519822
"810",0.23080512108072
"811",0.23080512108072
"812",0.23080512108072
"813",0.23080512108072
"814",0.23080512108072
"815",0.23080512108072
"816",0.23080512108072
"817",0.522192448277418
"818",0.522192448277418
"819",6.58030986224499
"820",1.77729166519822
"821",0.23080512108072
"822",0.23080512108072
"823",0.23080512108072
"824",0.522192448277418
"825",0.23080512108072
"826",0.23080512108072
"827",0.23080512108072
"828",0.23080512108072
"829",1.77729166519822
"830",0.522192448277418
"831",0.23080512108072
"832",0.23080512108072
"833",0.23080512108072
"834",0.522192448277418
"835",0.23080512108072
"836",0.522192448277418
"837",0.522192448277418
"838",0.23080512108072
"839",0.23080512108072
"840",0.23080512108072
"841",0.23080512108072
"842",0.522192448277418
"843",0.23080512108072
"844",0.23080512108072
"845",1.77729166519822
"846",0.23080512108072
"847",0.23080512108072
"848",0.522192448277418
"849",0.522192448277418
"850",0.23080512108072
"851",0.522192448277418
"852",0.23080512108072
"853",0.522192448277418
"854",0.23080512108072
"855",0.23080512108072
"856",0.522192448277418
"857",1.36551773575266
"858",0.23080512108072
"859",0.23080512108072
"860",0.23080512108072
"861",0.23080512108072
"862",0.522192448277418
"863",0.23080512108072
"864",0.522192448277418
"865",0.522192448277418
"866",0.522192448277418
"867",0.23080512108072
"868",0.522192448277418
"869",0.522192448277418
"870",0.23080512108072
"871",0.522192448277418
"872",0.23080512108072
"873",0.522192448277418
"874",0.23080512108072
"875",0.522192448277418
"876",0.522192448277418
"877",0.23080512108072
"878",0.23080512108072
"879",0.23080512108072
"880",0.23080512108072
"881",0.23080512108072
"882",0.23080512108072
"883",1.36551773575266
"884",0.522192448277418
"885",0.23080512108072
"886",0.522192448277418
"887",0.522192448277418
"888",0.522192448277418
"889",0.23080512108072
"890",0.522192448277418
"891",0.23080512108072
"892",0.23080512108072
"893",0.23080512108072
"894",0.522192448277418
"895",0.23080512108072
"896",0.23080512108072
"897",0.23080512108072
"898",0.23080512108072
"899",0.522192448277418
"900",0.23080512108072
"901",1.75076908321826
"902",0.23080512108072
"903",0.522192448277418
"904",-9.73068068753215
"905",0.522192448277418
"906",0.23080512108072
"907",0.23080512108072
"908",0.522192448277418
"909",0.23080512108072
"910",0.23080512108072
"911",0.23080512108072
"912",0.522192448277418
"913",0.23080512108072
"914",0.522192448277418
"915",1.75076908321826
"916",0.23080512108072
"917",0.23080512108072
"918",0.522192448277418
"919",0.23080512108072
"920",0.23080512108072
"921",0.522192448277418
"922",0.23080512108072
"923",0.23080512108072
"924",0.23080512108072
"925",0.23080512108072
"926",0.522192448277418
"927",0.522192448277418
"928",0.23080512108072
"929",-29.6257356284
"930",0.522192448277418
"931",0.23080512108072
"932",0.522192448277418
"933",0.23080512108072
"934",6.21186631748708
"935",0.23080512108072
"936",0.23080512108072
"937",0.23080512108072
"938",0.522192448277418
"939",0.23080512108072
"940",0.23080512108072
"941",0.23080512108072
"942",1.75076908321826
"943",0.522192448277418
"944",0.522192448277418
"945",0.23080512108072
"946",0.23080512108072
"947",0.23080512108072
"948",0.23080512108072
"949",1.77729166519822
"950",0.23080512108072
"951",0.23080512108072
"952",0.23080512108072
"953",0.23080512108072
"954",0.23080512108072
"955",0.23080512108072
"956",0.23080512108072
"957",0.23080512108072
"958",0.23080512108072
"959",0.23080512108072
"960",0.23080512108072
"961",0.23080512108072
"962",0.23080512108072
"963",1.77729166519822
"964",0.23080512108072
"965",-13.6527471475719
"966",0.23080512108072
"967",0.522192448277418
"968",0.23080512108072
"969",0.23080512108072
"970",0.522192448277418
"971",3.24223572040939
"972",0.522192448277418
"973",0.23080512108072
"974",-9.73068068753215
"975",0.23080512108072
"976",0.23080512108072
"977",1.77729166519822
"978",0.23080512108072
"979",0.23080512108072
"980",0.23080512108072
"981",0.23080512108072
"982",0.23080512108072
"983",0.522192448277418
"984",0.23080512108072
"985",0.522192448277418
"986",0.23080512108072
"987",0.522192448277418
"988",0.522192448277418
"989",0.522192448277418
"990",6.21186631748708
"991",0.522192448277418
"992",0.23080512108072
"993",0.23080512108072
"994",0.23080512108072
"995",0.23080512108072
"996",0.522192448277418
"997",0.522192448277418
"998",0.522192448277418
"999",0.23080512108072
"1000",0.23080512108072
"1001",3.24223572040939
"1002",0.522192448277418
"1003",0.23080512108072
"1004",0.23080512108072
"1005",0.23080512108072
"1006",0.522192448277418
"1007",0.522192448277418
"1008",0.522192448277418
"1009",0.23080512108072
"1010",0.23080512108072
"1011",0.23080512108072
"1012",0.522192448277418
"1013",0.23080512108072
"1014",0.23080512108072
"1015",0.23080512108072
"1016",0.522192448277418
"1017",0.522192448277418
"1018",0.522192448277418
"1019",0.522192448277418
"1020",1.77729166519822
"1021",0.23080512108072
"1022",0.23080512108072
"1023",0.23080512108072
"1024",0.23080512108072
"1025",0.23080512108072
"1026",0.522192448277418
"1027",0.23080512108072
"1028",0.23080512108072
"1029",0.23080512108072
"1030",0.23080512108072
"1031",0.23080512108072
"1032",0.23080512108072
"1033",0.522192448277418
"1034",0.522192448277418
"1035",0.522192448277418
"1036",0.23080512108072
"1037",0.23080512108072
"1038",0.522192448277418
"1039",0.522192448277418
"1040",0.23080512108072
"1041",0.23080512108072
"1042",3.24223572040939
"1043",30.5412822038873
"1044",0.522192448277418
"1045",0.23080512108072
"1046",0.23080512108072
"1047",0.522192448277418
"1048",0.23080512108072
"1049",0.23080512108072
"1050",0.23080512108072
"1051",0.23080512108072
"1052",0.522192448277418
"1053",0.23080512108072
"1054",0.23080512108072
"1055",0.23080512108072
"1056",0.522192448277418
"1057",1.36551773575266
"1058",0.23080512108072
"1059",0.23080512108072
"1060",0.23080512108072
"1061",0.23080512108072
"1062",0.23080512108072
"1063",0.23080512108072
"1064",0.23080512108072
"1065",0.522192448277418
"1066",0.23080512108072
"1067",0.522192448277418
"1068",0.522192448277418
"1069",0.23080512108072
"1070",0.23080512108072
"1071",0.522192448277418
"1072",0.23080512108072
"1073",0.23080512108072
"1074",1.77729166519822
"1075",0.23080512108072
"1076",0.23080512108072
"1077",0.23080512108072
"1078",0.23080512108072
"1079",0.23080512108072
"1080",0.23080512108072
"1081",0.23080512108072
"1082",0.522192448277418
"1083",0.23080512108072
"1084",0.522192448277418
"1085",0.23080512108072
"1086",0.23080512108072
"1087",1.75076908321826
"1088",0.23080512108072
"1089",0.23080512108072
"1090",0.23080512108072
"1091",0.23080512108072
"1092",0.23080512108072
"1093",0.23080512108072
"1094",0.23080512108072
"1095",0.23080512108072
"1096",0.23080512108072
"1097",0.23080512108072
"1098",0.23080512108072
"1099",0.23080512108072
"1100",0.23080512108072
"1101",0.23080512108072
"1102",1.75076908321826
"1103",0.23080512108072
"1104",0.522192448277418
"1105",0.23080512108072
"1106",0.23080512108072
"1107",0.522192448277418
"1108",0.23080512108072
"1109",0.522192448277418
"1110",1.36551773575266
"1111",0.23080512108072
"1112",0.522192448277418
"1113",0.23080512108072
"1114",0.23080512108072
"1115",0.23080512108072
"1116",0.23080512108072
"1117",0.23080512108072
"1118",0.23080512108072
"1119",0.23080512108072
"1120",0.23080512108072
"1121",0.23080512108072
"1122",0.23080512108072
"1123",0.23080512108072
"1124",0.23080512108072
"1125",0.23080512108072
"1126",0.522192448277418
"1127",0.23080512108072
"1128",0.23080512108072
"1129",0.23080512108072
"1130",0.23080512108072
"1131",0.23080512108072
"1132",0.522192448277418
"1133",0.23080512108072
"1134",0.522192448277418
"1135",0.522192448277418
"1136",0.522192448277418
"1137",6.21186631748708
"1138",0.522192448277418
"1139",0.23080512108072
"1140",0.23080512108072
"1141",0.23080512108072
"1142",0.23080512108072
"1143",0.23080512108072
"1144",0.23080512108072
"1145",1.75076908321826
"1146",0.23080512108072
"1147",0.522192448277418
"1148",1.36551773575266
"1149",0.23080512108072
"1150",0.23080512108072
"1151",0.522192448277418
"1152",0.522192448277418
"1153",0.23080512108072
"1154",0.23080512108072
"1155",0.23080512108072
"1156",0.23080512108072
"1157",0.522192448277418
"1158",1.75076908321826
"1159",0.23080512108072
"1160",0.23080512108072
"1161",0.23080512108072
"1162",0.522192448277418
"1163",0.23080512108072
"1164",0.23080512108072
"1165",0.23080512108072
"1166",0.23080512108072
"1167",0.23080512108072
"1168",0.23080512108072
"1169",0.522192448277418
"1170",0.23080512108072
"1171",0.23080512108072
"1172",0.23080512108072
"1173",0.23080512108072
"1174",6.21186631748708
"1175",0.522192448277418
"1176",0.23080512108072
"1177",0.23080512108072
"1178",0.23080512108072
"1179",0.23080512108072
"1180",0.23080512108072
"1181",0.23080512108072
"1182",0.23080512108072
"1183",0.23080512108072
"1184",0.23080512108072
"1185",0.23080512108072
"1186",0.23080512108072
"1187",0.522192448277418
"1188",0.522192448277418
"1189",0.522192448277418
"1190",0.522192448277418
"1191",0.23080512108072
"1192",0.522192448277418
"1193",0.23080512108072
"1194",0.23080512108072
"1195",0.522192448277418
"1196",17.8620779099177
"1197",0.23080512108072
"1198",0.23080512108072
"1199",0.23080512108072
"1200",0.23080512108072
"1201",0.23080512108072
"1202",0.522192448277418
"1203",0.23080512108072
"1204",0.522192448277418
"1205",0.23080512108072
"1206",0.23080512108072
"1207",0.522192448277418
"1208",0.23080512108072
"1209",0.23080512108072
"1210",0.23080512108072
"1211",0.522192448277418
"1212",0.23080512108072
"1213",0.23080512108072
"1214",0.23080512108072
"1215",0.23080512108072
"1216",0.23080512108072
"1217",0.23080512108072
"1218",0.23080512108072
"1219",1.75076908321826
"1220",0.522192448277418
"1221",0.522192448277418
"1222",0.23080512108072
"1223",0.23080512108072
"1224",0.522192448277418
"1225",0.23080512108072
"1226",0.23080512108072
"1227",0.522192448277418
"1228",-9.73068068753215
"1229",17.8620779099177
"1230",0.23080512108072
"1231",0.23080512108072
"1232",0.522192448277418
"1233",0.23080512108072
"1234",0.522192448277418
"1235",0.23080512108072
"1236",0.522192448277418
"1237",0.23080512108072
"1238",0.522192448277418
"1239",0.23080512108072
"1240",0.23080512108072
"1241",0.23080512108072
"1242",0.23080512108072
"1243",0.23080512108072
"1244",0.23080512108072
"1245",0.23080512108072
