"","alt_output"
"136",0.118689045679349
"137",0.118689045679349
"138",2.25583519052147
"139",0.118689045679349
"140",0.118689045679349
"141",0.67939598551883
"142",0.118689045679349
"143",0.118689045679349
"144",0.67939598551883
"145",0.118689045679349
"146",0.67939598551883
"147",0.118689045679349
"148",0.118689045679349
"149",0.118689045679349
"150",0.118689045679349
"151",0.67939598551883
"152",0.118689045679349
"153",0.118689045679349
"154",0.67939598551883
"155",0.67939598551883
"156",0.67939598551883
"157",0.118689045679349
"158",0.118689045679349
"159",0.67939598551883
"160",0.118689045679349
"161",-7.56136605603181
"162",0.67939598551883
"163",1.63640942546848
"164",0.118689045679349
"165",0.118689045679349
"166",0.118689045679349
"167",0.67939598551883
"168",0.67939598551883
"169",0.118689045679349
"170",0.67939598551883
"171",0.118689045679349
"172",0.118689045679349
"173",0.67939598551883
"174",0.118689045679349
"175",0.67939598551883
"176",0.118689045679349
"177",0.118689045679349
"178",0.118689045679349
"179",0.67939598551883
"180",0.118689045679349
"181",0.67939598551883
"182",0.118689045679349
"183",0.118689045679349
"184",0.118689045679349
"185",0.118689045679349
"186",0.67939598551883
"187",0.118689045679349
"188",0.118689045679349
"189",0.67939598551883
"190",0.118689045679349
"191",0.118689045679349
"192",0.67939598551883
"193",0.118689045679349
"194",0.118689045679349
"195",0.67939598551883
"196",0.118689045679349
"197",1.68361426366551
"198",0.118689045679349
"199",0.118689045679349
"200",0.67939598551883
"201",1.63640942546848
"202",0.67939598551883
"203",0.118689045679349
"204",0.67939598551883
"205",0.118689045679349
"206",0.118689045679349
"207",0.67939598551883
"208",0.118689045679349
"209",0.118689045679349
"210",0.118689045679349
"211",0.118689045679349
"212",0.118689045679349
"213",0.118689045679349
"214",0.67939598551883
"215",0.118689045679349
"216",0.118689045679349
"217",0.118689045679349
"218",0.118689045679349
"219",0.67939598551883
"220",0.118689045679349
"221",0.67939598551883
"222",0.118689045679349
"223",1.63640942546848
"224",0.118689045679349
"225",0.118689045679349
"226",3.03669133239174
"227",0.118689045679349
"228",0.67939598551883
"229",0.118689045679349
"230",0.67939598551883
"231",0.118689045679349
"232",0.118689045679349
"233",0.118689045679349
"234",0.67939598551883
"235",0.118689045679349
"236",16.0870713473644
"237",0.118689045679349
"238",0.118689045679349
"239",0.118689045679349
"240",0.118689045679349
"241",0.118689045679349
"242",3.94400878821509
"243",1.63640942546848
"244",0.118689045679349
"245",0.118689045679349
"246",0.118689045679349
"247",0.118689045679349
"248",0.67939598551883
"249",0.67939598551883
"250",0.118689045679349
"251",0.67939598551883
"252",0.118689045679349
"253",0.67939598551883
"254",0.67939598551883
"255",1.68361426366551
"256",0.118689045679349
"257",0.118689045679349
"258",0.67939598551883
"259",0.118689045679349
"260",0.118689045679349
"261",0.67939598551883
"262",0.118689045679349
"263",0.118689045679349
"264",0.67939598551883
"265",0.67939598551883
"266",0.118689045679349
"267",0.67939598551883
"268",0.67939598551883
"269",0.67939598551883
"270",0.67939598551883
"271",0.118689045679349
"272",0.67939598551883
"273",0.118689045679349
"274",0.67939598551883
"275",2.25583519052147
"276",0.118689045679349
"277",0.67939598551883
"278",0.67939598551883
"279",0.118689045679349
"280",0.67939598551883
"281",0.118689045679349
"282",2.25583519052147
"283",0.118689045679349
"284",0.118689045679349
"285",1.63640942546848
"286",0.118689045679349
"287",0.118689045679349
"288",0.118689045679349
"289",0.118689045679349
"290",0.118689045679349
"291",0.118689045679349
"292",0.118689045679349
"293",0.67939598551883
"294",0.118689045679349
"295",0.67939598551883
"296",0.118689045679349
"297",0.118689045679349
"298",0.67939598551883
"299",0.67939598551883
"300",0.118689045679349
"301",0.118689045679349
"302",2.25583519052147
"303",0.118689045679349
"304",0.118689045679349
"305",0.118689045679349
"306",0.118689045679349
"307",0.67939598551883
"308",0.118689045679349
"309",0.118689045679349
"310",0.118689045679349
"311",0.118689045679349
"312",0.118689045679349
"313",0.67939598551883
"314",0.118689045679349
"315",0.67939598551883
"316",0.118689045679349
"317",0.118689045679349
"318",0.67939598551883
"319",0.118689045679349
"320",0.118689045679349
"321",0.118689045679349
"322",0.67939598551883
"323",0.67939598551883
"324",-7.56136605603181
"325",0.67939598551883
"326",0.118689045679349
"327",1.63640942546848
"328",0.67939598551883
"329",0.118689045679349
"330",0.118689045679349
"331",0.67939598551883
"332",0.118689045679349
"333",1.63640942546848
"334",0.67939598551883
"335",0.118689045679349
"336",0.118689045679349
"337",0.67939598551883
"338",0.67939598551883
"339",0.118689045679349
"340",0.118689045679349
"341",0.118689045679349
"342",0.67939598551883
"343",0.67939598551883
"344",0.67939598551883
"345",0.118689045679349
"346",0.118689045679349
"347",1.63640942546848
"348",0.118689045679349
"349",0.118689045679349
"350",0.118689045679349
"351",0.118689045679349
"352",0.118689045679349
"353",1.63640942546848
"354",0.118689045679349
"355",0.67939598551883
"356",0.118689045679349
"357",0.118689045679349
"358",0.118689045679349
"359",0.118689045679349
"360",0.67939598551883
"361",1.63640942546848
"362",1.63640942546848
"363",0.118689045679349
"364",1.63640942546848
"365",0.67939598551883
"366",0.67939598551883
"367",0.118689045679349
"368",0.118689045679349
"369",0.118689045679349
"370",0.118689045679349
"371",0.118689045679349
"372",0.118689045679349
"373",0.118689045679349
"374",0.118689045679349
"375",0.67939598551883
"376",0.118689045679349
"377",1.63640942546848
"378",0.67939598551883
"379",0.118689045679349
"380",0.67939598551883
"381",0.67939598551883
"382",0.67939598551883
"383",1.63640942546848
"384",0.118689045679349
"385",0.118689045679349
"386",0.118689045679349
"387",0.118689045679349
"388",0.118689045679349
"389",0.118689045679349
"390",0.118689045679349
"391",0.118689045679349
"392",0.118689045679349
"393",0.67939598551883
"394",0.118689045679349
"395",0.118689045679349
"396",0.67939598551883
"397",0.118689045679349
"398",0.67939598551883
"399",0.67939598551883
"400",0.118689045679349
"401",0.118689045679349
"402",1.63640942546848
"403",0.118689045679349
"404",0.118689045679349
"405",0.67939598551883
"406",0.118689045679349
"407",0.118689045679349
"408",1.63640942546848
"409",0.118689045679349
"410",0.118689045679349
"411",0.118689045679349
"412",0.118689045679349
"413",0.118689045679349
"414",0.118689045679349
"415",0.67939598551883
"416",1.63640942546848
"417",0.118689045679349
"418",0.67939598551883
"419",0.67939598551883
"420",0.67939598551883
"421",0.118689045679349
"422",0.118689045679349
"423",0.67939598551883
"424",1.68361426366551
"425",1.63640942546848
"426",0.118689045679349
"427",0.118689045679349
"428",0.118689045679349
"429",0.118689045679349
"430",0.118689045679349
"431",0.118689045679349
"432",0.118689045679349
"433",0.67939598551883
"434",1.68361426366551
"435",0.118689045679349
"436",0.118689045679349
"437",2.25583519052147
"438",0.67939598551883
"439",0.118689045679349
"440",0.118689045679349
"441",0.118689045679349
"442",0.67939598551883
"443",0.67939598551883
"444",0.67939598551883
"445",0.118689045679349
"446",1.68361426366551
"447",0.118689045679349
"448",0.67939598551883
"449",0.118689045679349
"450",0.67939598551883
"451",1.63640942546848
"452",0.118689045679349
"453",0.118689045679349
"454",0.118689045679349
"455",0.67939598551883
"456",0.118689045679349
"457",0.118689045679349
"458",1.68361426366551
"459",0.118689045679349
"460",0.118689045679349
"461",0.67939598551883
"462",0.118689045679349
"463",0.67939598551883
"464",0.118689045679349
"465",1.63640942546848
"466",0.67939598551883
"467",0.118689045679349
"468",0.67939598551883
"469",0.118689045679349
"470",0.118689045679349
"471",1.63640942546848
"472",1.63640942546848
"473",0.118689045679349
"474",0.118689045679349
"475",0.67939598551883
"476",0.67939598551883
"477",0.118689045679349
"478",0.118689045679349
"479",0.118689045679349
"480",0.67939598551883
"481",0.118689045679349
"482",0.118689045679349
"483",0.118689045679349
"484",0.67939598551883
"485",0.118689045679349
"486",0.118689045679349
"487",0.67939598551883
"488",0.118689045679349
"489",0.118689045679349
"490",0.118689045679349
"491",0.118689045679349
"492",3.03669133239174
"493",0.67939598551883
"494",0.118689045679349
"495",2.25583519052147
"496",0.118689045679349
"497",0.118689045679349
"498",0.118689045679349
"499",0.118689045679349
"500",0.118689045679349
"501",1.63640942546848
"502",0.67939598551883
"503",0.118689045679349
"504",0.67939598551883
"505",2.25583519052147
"506",0.67939598551883
"507",0.118689045679349
"508",0.118689045679349
"509",0.67939598551883
"510",0.118689045679349
"511",0.118689045679349
"512",0.118689045679349
"513",0.118689045679349
"514",0.118689045679349
"515",0.118689045679349
"516",0.118689045679349
"517",0.118689045679349
"518",0.118689045679349
"519",0.118689045679349
"520",0.67939598551883
"521",0.118689045679349
"522",0.118689045679349
"523",0.118689045679349
"524",1.63640942546848
"525",0.118689045679349
"526",0.118689045679349
"527",0.67939598551883
"528",0.118689045679349
"529",0.118689045679349
"530",0.67939598551883
"531",0.118689045679349
"532",0.118689045679349
"533",0.67939598551883
"534",0.67939598551883
"535",1.63640942546848
"536",0.118689045679349
"537",0.67939598551883
"538",0.67939598551883
"539",0.118689045679349
"540",1.63640942546848
"541",0.118689045679349
"542",0.118689045679349
"543",0.67939598551883
"544",0.118689045679349
"545",0.67939598551883
"546",0.118689045679349
"547",0.118689045679349
"548",1.63640942546848
"549",1.63640942546848
"550",0.67939598551883
"551",0.118689045679349
"552",0.118689045679349
"553",0.118689045679349
"554",0.118689045679349
"555",0.67939598551883
"556",1.63640942546848
"557",0.67939598551883
"558",0.118689045679349
"559",0.67939598551883
"560",0.118689045679349
"561",0.118689045679349
"562",1.68361426366551
"563",0.118689045679349
"564",0.118689045679349
"565",0.118689045679349
"566",0.67939598551883
"567",0.118689045679349
"568",0.67939598551883
"569",2.25583519052147
"570",0.118689045679349
"571",0.118689045679349
"572",0.118689045679349
"573",0.67939598551883
"574",0.118689045679349
"575",1.63640942546848
"576",0.118689045679349
"577",0.67939598551883
"578",0.67939598551883
"579",0.118689045679349
"580",0.118689045679349
"581",0.67939598551883
"582",0.118689045679349
"583",0.118689045679349
"584",0.118689045679349
"585",0.118689045679349
"586",0.118689045679349
"587",2.25583519052147
"588",0.118689045679349
"589",0.118689045679349
"590",0.118689045679349
"591",1.63640942546848
"592",0.118689045679349
"593",31.164234561654
"594",0.118689045679349
"595",0.118689045679349
"596",0.118689045679349
"597",0.67939598551883
"598",0.118689045679349
"599",0.118689045679349
"600",0.118689045679349
"601",0.118689045679349
"602",0.118689045679349
"603",0.67939598551883
"604",0.118689045679349
"605",0.67939598551883
"606",1.63640942546848
"607",0.118689045679349
"608",0.118689045679349
"609",0.118689045679349
"610",0.67939598551883
"611",0.67939598551883
"612",0.67939598551883
"613",0.118689045679349
"614",0.118689045679349
"615",0.118689045679349
"616",0.118689045679349
"617",0.118689045679349
"618",0.118689045679349
"619",0.118689045679349
"620",0.118689045679349
"621",0.67939598551883
"622",0.118689045679349
"623",0.118689045679349
"624",0.67939598551883
"625",0.118689045679349
"626",0.67939598551883
"627",0.118689045679349
"628",1.63640942546848
"629",1.63640942546848
"630",0.118689045679349
"631",0.118689045679349
"632",0.67939598551883
"633",0.118689045679349
"634",0.67939598551883
"635",0.118689045679349
"636",1.63640942546848
"637",0.67939598551883
"638",0.118689045679349
"639",0.118689045679349
"640",0.118689045679349
"641",0.67939598551883
"642",6.52394338150131
"643",0.118689045679349
"644",0.118689045679349
"645",0.118689045679349
"646",0.118689045679349
"647",0.118689045679349
"648",0.118689045679349
"649",0.118689045679349
"650",2.25583519052147
"651",0.67939598551883
"652",0.118689045679349
"653",0.67939598551883
"654",0.118689045679349
"655",0.118689045679349
"656",0.118689045679349
"657",0.67939598551883
"658",0.67939598551883
"659",0.118689045679349
"660",0.67939598551883
"661",1.63640942546848
"662",19.6190261547598
"663",0.118689045679349
"664",0.118689045679349
"665",1.63640942546848
"666",0.67939598551883
"667",0.118689045679349
"668",1.63640942546848
"669",0.67939598551883
"670",0.118689045679349
"671",1.63640942546848
"672",0.118689045679349
"673",0.118689045679349
"674",0.67939598551883
"675",0.118689045679349
"676",0.118689045679349
"677",0.67939598551883
"678",0.118689045679349
"679",0.67939598551883
"680",1.63640942546848
"681",0.118689045679349
"682",0.118689045679349
"683",0.67939598551883
"684",0.118689045679349
"685",0.67939598551883
"686",0.118689045679349
"687",0.118689045679349
"688",3.94400878821509
"689",0.118689045679349
"690",0.118689045679349
"691",0.118689045679349
"692",0.118689045679349
"693",0.118689045679349
"694",0.118689045679349
"695",0.118689045679349
"696",0.118689045679349
"697",0.118689045679349
"698",0.118689045679349
"699",0.67939598551883
"700",0.118689045679349
"701",0.118689045679349
"702",0.67939598551883
"703",0.67939598551883
"704",0.67939598551883
"705",0.118689045679349
"706",0.67939598551883
"707",0.118689045679349
"708",0.118689045679349
"709",0.118689045679349
"710",0.118689045679349
"711",1.68361426366551
"712",0.118689045679349
"713",0.67939598551883
"714",0.67939598551883
"715",0.67939598551883
"716",0.67939598551883
"717",0.118689045679349
"718",0.118689045679349
"719",0.118689045679349
"720",0.118689045679349
"721",19.6190261547598
"722",0.118689045679349
"723",0.118689045679349
"724",0.118689045679349
"725",0.67939598551883
"726",0.67939598551883
"727",0.118689045679349
"728",0.67939598551883
"729",0.118689045679349
"730",0.67939598551883
"731",0.118689045679349
"732",0.118689045679349
"733",1.68361426366551
"734",0.118689045679349
"735",0.67939598551883
"736",0.118689045679349
"737",0.67939598551883
"738",0.118689045679349
"739",0.118689045679349
"740",0.67939598551883
"741",0.67939598551883
"742",0.67939598551883
"743",0.67939598551883
"744",0.118689045679349
"745",0.67939598551883
"746",0.67939598551883
"747",0.118689045679349
"748",0.118689045679349
"749",0.118689045679349
"750",0.118689045679349
"751",1.63640942546848
"752",0.67939598551883
"753",0.118689045679349
"754",0.118689045679349
"755",0.118689045679349
"756",0.118689045679349
"757",0.67939598551883
"758",0.67939598551883
"759",0.67939598551883
"760",1.63640942546848
"761",0.118689045679349
"762",0.118689045679349
"763",0.67939598551883
"764",0.118689045679349
"765",0.118689045679349
"766",0.118689045679349
"767",0.118689045679349
"768",0.118689045679349
"769",1.63640942546848
"770",0.118689045679349
"771",0.118689045679349
"772",0.67939598551883
"773",0.118689045679349
"774",0.118689045679349
"775",0.118689045679349
"776",1.63640942546848
"777",0.118689045679349
"778",0.118689045679349
"779",0.67939598551883
"780",0.118689045679349
"781",0.118689045679349
"782",0.118689045679349
"783",0.118689045679349
"784",0.118689045679349
"785",0.118689045679349
"786",0.118689045679349
"787",0.118689045679349
"788",0.118689045679349
"789",0.118689045679349
"790",0.118689045679349
"791",0.118689045679349
"792",0.67939598551883
"793",0.118689045679349
"794",0.118689045679349
"795",0.118689045679349
"796",2.25583519052147
"797",0.118689045679349
"798",0.118689045679349
"799",0.67939598551883
"800",-7.56136605603181
"801",0.67939598551883
"802",0.118689045679349
"803",0.67939598551883
"804",0.118689045679349
"805",0.118689045679349
"806",0.118689045679349
"807",0.118689045679349
"808",0.67939598551883
"809",0.118689045679349
"810",0.118689045679349
"811",0.67939598551883
"812",0.67939598551883
"813",0.118689045679349
"814",0.118689045679349
"815",0.118689045679349
"816",0.67939598551883
"817",0.67939598551883
"818",0.118689045679349
"819",3.94400878821509
"820",0.67939598551883
"821",0.118689045679349
"822",0.118689045679349
"823",0.118689045679349
"824",0.118689045679349
"825",0.118689045679349
"826",0.118689045679349
"827",0.67939598551883
"828",0.118689045679349
"829",2.25583519052147
"830",1.63640942546848
"831",0.118689045679349
"832",0.118689045679349
"833",0.118689045679349
"834",1.63640942546848
"835",0.118689045679349
"836",0.118689045679349
"837",0.118689045679349
"838",0.118689045679349
"839",0.118689045679349
"840",0.67939598551883
"841",0.118689045679349
"842",0.118689045679349
"843",0.118689045679349
"844",0.118689045679349
"845",2.25583519052147
"846",0.118689045679349
"847",0.118689045679349
"848",1.63640942546848
"849",0.118689045679349
"850",0.118689045679349
"851",0.118689045679349
"852",0.118689045679349
"853",0.67939598551883
"854",0.118689045679349
"855",0.118689045679349
"856",0.67939598551883
"857",1.63640942546848
"858",0.118689045679349
"859",0.118689045679349
"860",0.118689045679349
"861",0.118689045679349
"862",0.118689045679349
"863",0.118689045679349
"864",0.118689045679349
"865",0.67939598551883
"866",0.118689045679349
"867",0.118689045679349
"868",0.118689045679349
"869",0.118689045679349
"870",0.67939598551883
"871",1.63640942546848
"872",0.67939598551883
"873",0.67939598551883
"874",0.67939598551883
"875",0.118689045679349
"876",0.118689045679349
"877",0.118689045679349
"878",0.118689045679349
"879",0.118689045679349
"880",0.118689045679349
"881",0.67939598551883
"882",0.118689045679349
"883",1.68361426366551
"884",0.118689045679349
"885",0.118689045679349
"886",0.118689045679349
"887",0.118689045679349
"888",1.63640942546848
"889",0.67939598551883
"890",1.63640942546848
"891",0.118689045679349
"892",0.67939598551883
"893",0.118689045679349
"894",0.67939598551883
"895",0.118689045679349
"896",0.118689045679349
"897",0.118689045679349
"898",0.118689045679349
"899",0.118689045679349
"900",0.118689045679349
"901",0.67939598551883
"902",0.118689045679349
"903",1.63640942546848
"904",0.118689045679349
"905",0.118689045679349
"906",0.118689045679349
"907",0.118689045679349
"908",0.118689045679349
"909",0.118689045679349
"910",0.67939598551883
"911",2.25583519052147
"912",0.118689045679349
"913",0.118689045679349
"914",1.63640942546848
"915",0.67939598551883
"916",0.118689045679349
"917",0.118689045679349
"918",0.67939598551883
"919",0.118689045679349
"920",0.118689045679349
"921",0.118689045679349
"922",0.67939598551883
"923",0.118689045679349
"924",0.118689045679349
"925",0.118689045679349
"926",0.67939598551883
"927",0.67939598551883
"928",0.118689045679349
"929",-7.56136605603181
"930",0.67939598551883
"931",0.118689045679349
"932",0.118689045679349
"933",0.67939598551883
"934",1.63640942546848
"935",0.118689045679349
"936",0.118689045679349
"937",0.118689045679349
"938",1.63640942546848
"939",0.67939598551883
"940",0.118689045679349
"941",0.118689045679349
"942",1.63640942546848
"943",0.67939598551883
"944",0.118689045679349
"945",0.67939598551883
"946",0.67939598551883
"947",0.118689045679349
"948",0.118689045679349
"949",0.118689045679349
"950",0.118689045679349
"951",0.118689045679349
"952",0.118689045679349
"953",0.67939598551883
"954",0.67939598551883
"955",0.118689045679349
"956",2.25583519052147
"957",0.67939598551883
"958",0.118689045679349
"959",0.118689045679349
"960",0.67939598551883
"961",0.118689045679349
"962",0.118689045679349
"963",0.67939598551883
"964",0.67939598551883
"965",-7.56136605603181
"966",0.118689045679349
"967",0.118689045679349
"968",0.67939598551883
"969",0.118689045679349
"970",0.118689045679349
"971",2.25583519052147
"972",1.68361426366551
"973",0.118689045679349
"974",0.118689045679349
"975",0.67939598551883
"976",0.118689045679349
"977",0.67939598551883
"978",0.118689045679349
"979",0.118689045679349
"980",0.118689045679349
"981",0.118689045679349
"982",0.118689045679349
"983",0.118689045679349
"984",0.118689045679349
"985",1.63640942546848
"986",0.118689045679349
"987",0.118689045679349
"988",0.67939598551883
"989",0.118689045679349
"990",3.94400878821509
"991",0.67939598551883
"992",0.67939598551883
"993",0.118689045679349
"994",0.118689045679349
"995",0.118689045679349
"996",0.118689045679349
"997",1.63640942546848
"998",1.63640942546848
"999",0.118689045679349
"1000",0.118689045679349
"1001",2.25583519052147
"1002",0.118689045679349
"1003",0.67939598551883
"1004",0.67939598551883
"1005",0.67939598551883
"1006",1.63640942546848
"1007",0.67939598551883
"1008",0.67939598551883
"1009",0.67939598551883
"1010",0.67939598551883
"1011",0.118689045679349
"1012",0.67939598551883
"1013",0.118689045679349
"1014",0.67939598551883
"1015",0.67939598551883
"1016",0.118689045679349
"1017",0.118689045679349
"1018",0.67939598551883
"1019",0.118689045679349
"1020",0.118689045679349
"1021",0.118689045679349
"1022",0.118689045679349
"1023",0.67939598551883
"1024",0.118689045679349
"1025",0.118689045679349
"1026",0.118689045679349
"1027",0.67939598551883
"1028",0.118689045679349
"1029",0.118689045679349
"1030",0.118689045679349
"1031",0.118689045679349
"1032",0.118689045679349
"1033",0.67939598551883
"1034",0.67939598551883
"1035",1.63640942546848
"1036",0.67939598551883
"1037",0.118689045679349
"1038",0.118689045679349
"1039",0.67939598551883
"1040",0.118689045679349
"1041",0.67939598551883
"1042",2.25583519052147
"1043",3.94400878821509
"1044",0.118689045679349
"1045",0.67939598551883
"1046",0.118689045679349
"1047",0.67939598551883
"1048",0.118689045679349
"1049",0.118689045679349
"1050",0.118689045679349
"1051",0.118689045679349
"1052",1.63640942546848
"1053",0.118689045679349
"1054",0.118689045679349
"1055",0.118689045679349
"1056",0.118689045679349
"1057",0.118689045679349
"1058",0.118689045679349
"1059",0.118689045679349
"1060",0.67939598551883
"1061",0.118689045679349
"1062",0.118689045679349
"1063",0.118689045679349
"1064",0.118689045679349
"1065",0.67939598551883
"1066",0.67939598551883
"1067",0.118689045679349
"1068",1.63640942546848
"1069",0.67939598551883
"1070",0.118689045679349
"1071",0.67939598551883
"1072",0.67939598551883
"1073",0.118689045679349
"1074",0.118689045679349
"1075",0.118689045679349
"1076",0.67939598551883
"1077",0.118689045679349
"1078",0.67939598551883
"1079",0.118689045679349
"1080",0.118689045679349
"1081",0.118689045679349
"1082",0.118689045679349
"1083",0.67939598551883
"1084",1.63640942546848
"1085",0.118689045679349
"1086",0.118689045679349
"1087",1.63640942546848
"1088",0.67939598551883
"1089",0.67939598551883
"1090",0.118689045679349
"1091",0.118689045679349
"1092",0.118689045679349
"1093",0.67939598551883
"1094",0.118689045679349
"1095",0.118689045679349
"1096",0.67939598551883
"1097",0.118689045679349
"1098",0.67939598551883
"1099",0.118689045679349
"1100",0.118689045679349
"1101",0.118689045679349
"1102",0.118689045679349
"1103",0.118689045679349
"1104",0.118689045679349
"1105",0.118689045679349
"1106",0.118689045679349
"1107",0.118689045679349
"1108",0.118689045679349
"1109",0.118689045679349
"1110",1.63640942546848
"1111",0.67939598551883
"1112",1.63640942546848
"1113",0.118689045679349
"1114",0.118689045679349
"1115",0.118689045679349
"1116",0.118689045679349
"1117",0.67939598551883
"1118",0.118689045679349
"1119",0.118689045679349
"1120",0.118689045679349
"1121",0.67939598551883
"1122",0.67939598551883
"1123",0.118689045679349
"1124",0.67939598551883
"1125",0.118689045679349
"1126",0.118689045679349
"1127",0.118689045679349
"1128",0.118689045679349
"1129",0.118689045679349
"1130",0.67939598551883
"1131",0.118689045679349
"1132",0.118689045679349
"1133",0.118689045679349
"1134",0.67939598551883
"1135",0.118689045679349
"1136",0.67939598551883
"1137",1.63640942546848
"1138",0.118689045679349
"1139",0.118689045679349
"1140",0.118689045679349
"1141",0.67939598551883
"1142",0.67939598551883
"1143",0.67939598551883
"1144",0.118689045679349
"1145",1.63640942546848
"1146",0.118689045679349
"1147",0.118689045679349
"1148",0.118689045679349
"1149",0.118689045679349
"1150",0.118689045679349
"1151",0.118689045679349
"1152",1.63640942546848
"1153",0.118689045679349
"1154",0.67939598551883
"1155",0.67939598551883
"1156",0.67939598551883
"1157",0.67939598551883
"1158",1.63640942546848
"1159",0.118689045679349
"1160",0.118689045679349
"1161",0.118689045679349
"1162",0.67939598551883
"1163",0.118689045679349
"1164",0.118689045679349
"1165",0.118689045679349
"1166",0.67939598551883
"1167",0.118689045679349
"1168",0.118689045679349
"1169",0.118689045679349
"1170",0.118689045679349
"1171",0.118689045679349
"1172",0.118689045679349
"1173",0.67939598551883
"1174",1.63640942546848
"1175",1.63640942546848
"1176",0.118689045679349
"1177",0.67939598551883
"1178",0.118689045679349
"1179",0.118689045679349
"1180",0.67939598551883
"1181",0.67939598551883
"1182",0.118689045679349
"1183",0.67939598551883
"1184",0.67939598551883
"1185",0.118689045679349
"1186",0.67939598551883
"1187",0.118689045679349
"1188",0.67939598551883
"1189",1.63640942546848
"1190",0.118689045679349
"1191",0.118689045679349
"1192",0.118689045679349
"1193",0.118689045679349
"1194",0.118689045679349
"1195",0.67939598551883
"1196",1.68361426366551
"1197",0.67939598551883
"1198",0.67939598551883
"1199",0.67939598551883
"1200",0.67939598551883
"1201",0.118689045679349
"1202",0.118689045679349
"1203",0.118689045679349
"1204",0.67939598551883
"1205",0.118689045679349
"1206",0.118689045679349
"1207",1.63640942546848
"1208",0.67939598551883
"1209",0.67939598551883
"1210",0.118689045679349
"1211",0.118689045679349
"1212",0.118689045679349
"1213",0.118689045679349
"1214",0.118689045679349
"1215",0.67939598551883
"1216",0.118689045679349
"1217",0.118689045679349
"1218",0.118689045679349
"1219",1.63640942546848
"1220",0.118689045679349
"1221",0.118689045679349
"1222",0.118689045679349
"1223",0.118689045679349
"1224",0.67939598551883
"1225",0.118689045679349
"1226",0.118689045679349
"1227",0.118689045679349
"1228",1.63640942546848
"1229",1.68361426366551
"1230",0.67939598551883
"1231",0.118689045679349
"1232",0.67939598551883
"1233",0.67939598551883
"1234",0.118689045679349
"1235",0.67939598551883
"1236",1.63640942546848
"1237",0.118689045679349
"1238",0.118689045679349
"1239",0.118689045679349
"1240",0.67939598551883
"1241",0.118689045679349
"1242",0.118689045679349
"1243",0.118689045679349
"1244",0.118689045679349
"1245",0.118689045679349
"1246",0.118689045679349
"1247",0.118689045679349
"1248",0.118689045679349
