"","leaf_no_t","tau","ben_c","ego_ben","ego_output","cost","ego_cost"
"1",0.153217413096921,0.216069319612792,0.0947884668487585,0.463399747314508,0.6794690669273,0,0.0775945683802134
"2",0.355317977307062,0.891525050488539,0.0513109934830302,0.17549447697269,1.06701952746123,0,0.166204986149584
"3",0.108329425358067,0.100127901573973,0.0165828103247346,0.0728132795081646,0.172941181082138,0,0.044867585905012
"4",0.0129348199290388,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"5",0.172263368054445,0.216069319612792,0.00646328021027148,0.463399747314508,0.6794690669273,0,0.0775945683802134
"6",0.148113748332088,0.100127901573973,0.0229331122272201,0.0728132795081646,0.172941181082138,0,0.044867585905012
"7",0.0965669102494962,0.100127901573973,0.00474007852904113,0.0728132795081646,0.172941181082138,0,0.044867585905012
"8",0.122861662194342,0.216069319612792,0.513209423788927,0.463399747314508,0.6794690669273,0,0.0775945683802134
"9",0.301656074164459,-7.32056745756242,7.40770337544836,7.60767216298184,0.287104705419419,0,0.285714285714286
"10",1.06633358317304,0.216069319612792,4.27824729273761,0.463399747314508,0.6794690669273,0,0.0775945683802134
"11",0.0159080734599735,0.100127901573973,0.0384401683694292,0.0728132795081646,0.172941181082138,0,0.044867585905012
"12",0.0299047620766554,0.100127901573973,0.0322676738354011,0.0728132795081646,0.172941181082138,0,0.044867585905012
"13",0.0153176435616983,0.100127901573973,0.0323937728181521,0.0728132795081646,0.172941181082138,0,0.044867585905012
"14",0.0328796689532404,0.100127901573973,0.0389946084221301,0.0728132795081646,0.172941181082138,0,0.044867585905012
"15",0.0131477669215592,0.100127901573973,0.000181315192742803,0.0728132795081646,0.172941181082138,0,0.044867585905012
"16",0.0797139970114064,0.100127901573973,0.000181315192742691,0.0728132795081646,0.172941181082138,0,0.044867585905012
"17",0.0934072901581719,0.100127901573973,0.00756012928090322,0.0728132795081646,0.172941181082138,0,0.044867585905012
"18",0.039467873122754,0.100127901573973,0.0239286843579979,0.0728132795081646,0.172941181082138,0,0.044867585905012
"19",0.504369811850891,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"20",0.0130932739133526,0.100127901573973,0.0320792273636066,0.0728132795081646,0.172941181082138,0,0.044867585905012
"21",0.0703638422686348,0.100127901573973,0.138435159376943,0.0728132795081646,0.172941181082138,0,0.044867585905012
"22",0.0993788804044053,0.100127901573973,0.00474007852904109,0.0728132795081646,0.172941181082138,0,0.044867585905012
"23",0.198205129838229,0.578278527330259,0.0239286843579979,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"24",0.153217413096921,0.216069319612792,0.0947884668487585,0.463399747314508,0.6794690669273,0,0.0775945683802134
"25",0.0461463457356077,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"26",0.0156845014106673,0.100127901573973,0.0169054770176105,0.0728132795081646,0.172941181082138,0,0.044867585905012
"27",0.0148441474283666,0.100127901573973,0.0167793780348595,0.0728132795081646,0.172941181082138,0,0.044867585905012
"28",0.0165751786752577,0.100127901573973,0.491663347552625,0.0728132795081646,0.172941181082138,0,0.044867585905012
"29",0.208505801538552,0.100127901573973,5.35685563651473,0.0728132795081646,0.172941181082138,0,0.044867585905012
"30",0.0461463457356078,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"31",0.0425760777498643,0.100127901573973,0.0239286843579979,0.0728132795081646,0.172941181082138,0,0.044867585905012
"32",0.0154691726124812,0.100127901573973,0.223010122629341,0.0728132795081646,0.172941181082138,0,0.044867585905012
"33",0.833645051360114,1.61089848556532,0.00225819830962637,0.194110890356853,1.80500937592217,0,0.271084337349398
"34",0.630223855474033,0.100127901573973,2.51876847431068,0.0728132795081646,0.172941181082138,0,0.044867585905012
"35",0.0129348199290394,0.100127901573973,0.0888959158840043,0.0728132795081646,0.172941181082138,0,0.044867585905012
"36",1.08809395545275,1.61089848556532,0.0557719468769385,0.194110890356853,1.80500937592217,0,0.271084337349398
"37",0.0631400557006772,0.100127901573973,0.000181315192742753,0.0728132795081646,0.172941181082138,0,0.044867585905012
"38",0.0136837038116279,0.100127901573973,0.0389946084221301,0.0728132795081646,0.172941181082138,0,0.044867585905012
"39",0.199774998650779,0.100127901573973,0.00756012928090317,0.0728132795081646,0.172941181082138,0,0.044867585905012
"40",0.0934072901581718,0.100127901573973,0.00474007852904105,0.0728132795081646,0.172941181082138,0,0.044867585905012
"41",0.0131847094318021,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"42",0.227514117621376,1.61089848556532,0.0862674263044857,0.194110890356853,1.80500937592217,0,0.271084337349398
"43",0.237645253063486,0.100127901573973,0.004740078529041,0.0728132795081646,0.172941181082138,0,0.044867585905012
"44",0.0328796689532404,0.100127901573973,0.0389946084221301,0.0728132795081646,0.172941181082138,0,0.044867585905012
"45",0.0144772895793976,0.100127901573973,0.0322676738354011,0.0728132795081646,0.172941181082138,0,0.044867585905012
"46",0.398657007593728,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"47",0.0708978738967011,0.100127901573973,0.0169054770176105,0.0728132795081646,0.172941181082138,0,0.044867585905012
"48",0.0854190843107128,0.100127901573973,0.0229331122272201,0.0728132795081646,0.172941181082138,0,0.044867585905012
"49",0.0129348199290389,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"50",0.351227154920251,0.100127901573973,2.99526806256083,0.0728132795081646,0.172941181082138,0,0.044867585905012
"51",0.112486416981245,0.100127901573973,0.00474007852904105,0.0728132795081646,0.172941181082138,0,0.044867585905012
"52",0.0131847094318017,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"53",0.0190080193836424,0.100127901573973,0.000181315192742752,0.0728132795081646,0.172941181082138,0,0.044867585905012
"54",0.151048927646852,0.578278527330259,0.0239286843579979,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"55",0.855664122259745,-4.25371476948369,3.75932035332894,5.81709814375934,1.56338337427565,0,0.5
"56",0.459944578088578,0.100127901573973,-8.25561841111266e-16,0.0728132795081646,0.172941181082138,0,0.044867585905012
"57",0.0904071934159854,0.578278527330259,0.0167793780348595,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"58",0.0796896116055302,0.578278527330259,0.279433569101136,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"59",0.0130932739133525,0.100127901573973,0.0823929725070668,0.0728132795081646,0.172941181082138,0,0.044867585905012
"60",0.0208723090626645,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"61",0.166543761191479,0.216069319612792,0.00646328021027153,0.463399747314508,0.6794690669273,0,0.0775945683802134
"62",0.00205002214598278,0.100127901573973,-1.01790798012757e-15,0.0728132795081646,0.172941181082138,0,0.044867585905012
"63",0.0494282630053298,0.100127901573973,0.0509074773973593,0.0728132795081646,0.172941181082138,0,0.044867585905012
"64",0.175411662887583,0.578278527330259,0.0167793780348595,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"65",0.0239291021496172,0.100127901573973,0.000181315192742823,0.0728132795081646,0.172941181082138,0,0.044867585905012
"66",0.0230337728083001,0.100127901573973,0.000181315192742825,0.0728132795081646,0.172941181082138,0,0.044867585905012
"67",0.0262880918651724,0.100127901573973,2.35298449051591,0.0728132795081646,0.172941181082138,0,0.044867585905012
"68",0.024399995583292,0.100127901573973,1.18882761678005,0.0728132795081646,0.172941181082138,0,0.044867585905012
"69",6.81193274215586,0.100127901573973,0.004740078529041,0.0728132795081646,0.172941181082138,0,0.044867585905012
"70",0.0129348199290388,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"71",0.0965669102494962,0.100127901573973,0.00474007852904113,0.0728132795081646,0.172941181082138,0,0.044867585905012
"72",1.2758451223696,1.61089848556532,0.0862674263044857,0.194110890356853,1.80500937592217,0,0.271084337349398
"73",0.684940791567909,0.100127901573973,-7.80986386672566e-16,0.0728132795081646,0.172941181082138,0,0.044867585905012
"74",0.0150940369311295,0.100127901573973,0.0167793780348595,0.0728132795081646,0.172941181082138,0,0.044867585905012
"75",3.36788908387947,0.578278527330259,0.0322676738354011,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"76",0.0132876689532408,0.100127901573973,0.0689746084221303,0.0728132795081646,0.172941181082138,0,0.044867585905012
"77",0.477786075939117,0.100127901573973,0.653406486950059,0.0728132795081646,0.172941181082138,0,0.044867585905012
"78",0.273878935111528,0.578278527330259,0.0345613962765878,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"79",2.34514130451371,0.578278527330259,0.0165828103247346,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"80",0.190706850325939,1.61089848556532,0.0354257704405465,0.194110890356853,1.80500937592217,0,0.271084337349398
"81",0.109238477734454,0.578278527330259,0.00756012928090326,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"82",0.0678894664532024,0.100127901573973,0.0229331122272201,0.0728132795081646,0.172941181082138,0,0.044867585905012
"83",0.0199033487249596,0.100127901573973,0.000181315192742751,0.0728132795081646,0.172941181082138,0,0.044867585905012
"84",0.055221409586162,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"85",0.261723450512738,0.100127901573973,0.00474007852904103,0.0728132795081646,0.172941181082138,0,0.044867585905012
"86",0.153217413096921,0.216069319612792,0.0973180895970956,0.463399747314508,0.6794690669273,0,0.0775945683802134
"87",0.0146716846192855,0.100127901573973,0.0380049972217298,0.0728132795081646,0.172941181082138,0,0.044867585905012
"88",0.0387396180830683,0.100127901573973,0.124848241972653,0.0728132795081646,0.172941181082138,0,0.044867585905012
"89",0.0188759369602537,0.100127901573973,0.000181315192742751,0.0728132795081646,0.172941181082138,0,0.044867585905012
"90",0.134763033323993,0.100127901573973,0.0167793780348595,0.0728132795081646,0.172941181082138,0,0.044867585905012
"91",0.14626285196545,0.100127901573973,0.00474007852904109,0.0728132795081646,0.172941181082138,0,0.044867585905012
"92",0.0647341481510899,0.100127901573973,0.000181315192742692,0.0728132795081646,0.172941181082138,0,0.044867585905012
"93",0.0159343909134304,0.100127901573973,0.0169054770176105,0.0728132795081646,0.172941181082138,0,0.044867585905012
"94",1.2715172920833,1.61089848556532,0.0340421879377782,0.194110890356853,1.80500937592217,0,0.271084337349398
"95",0.564102796219406,0.100127901573973,0.0509074773973593,0.0728132795081646,0.172941181082138,0,0.044867585905012
"96",5.43770664543024,1.61089848556532,0.0207155212711113,0.194110890356853,1.80500937592217,0,0.271084337349398
"97",4.91773115044619,2.90180135612262,1.17833321995465,1.36376481941075,4.26556617553337,0,0.444444444444444
"98",0.166895089806241,0.216069319612792,0.00646328021027153,0.463399747314508,0.6794690669273,0,0.0775945683802134
"99",0.0934072901581719,0.100127901573973,0.00474007852904108,0.0728132795081646,0.172941181082138,0,0.044867585905012
"100",0.0282747360479159,0.100127901573973,0.0320792273636066,0.0728132795081646,0.172941181082138,0,0.044867585905012
"101",0.188866527485612,1.61089848556532,0.0354257704405465,0.194110890356853,1.80500937592217,0,0.271084337349398
"102",1.43025986722668,1.61089848556532,0.0837378035561486,0.194110890356853,1.80500937592217,0,0.271084337349398
"103",0.170088637836961,0.578278527330259,0.0075601292809033,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"104",0.054700952837835,0.100127901573973,0.0345613962765878,0.0728132795081646,0.172941181082138,0,0.044867585905012
"105",0.0708978738967011,0.100127901573973,0.0169054770176105,0.0728132795081646,0.172941181082138,0,0.044867585905012
"106",0.0640337818957504,0.100127901573973,0.0169054770176105,0.0728132795081646,0.172941181082138,0,0.044867585905012
"107",0.0892828519654497,0.100127901573973,0.0294896023385651,0.0728132795081646,0.172941181082138,0,0.044867585905012
"108",0.978504831719322,0.578278527330259,0.0238439127990325,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"109",0.0869740884684103,0.100127901573973,0.0294896023385651,0.0728132795081646,0.172941181082138,0,0.044867585905012
"110",0.252784723913831,0.578278527330259,0.0697528567207857,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"111",0.0282747360479158,0.100127901573973,0.0320792273636066,0.0728132795081646,0.172941181082138,0,0.044867585905012
"112",0.174825303989287,0.216069319612792,0.0973180895970956,0.463399747314508,0.6794690669273,0,0.0775945683802134
"113",0.0648481786167508,0.100127901573973,0.0345613962765878,0.0728132795081646,0.172941181082138,0,0.044867585905012
"114",0.346537674745722,0.216069319612792,1.05593806014465,0.463399747314508,0.6794690669273,0,0.0775945683802134
"115",0.028274736047916,0.100127901573973,0.0320792273636066,0.0728132795081646,0.172941181082138,0,0.044867585905012
"116",0.0136837038116276,0.100127901573973,0.0389946084221301,0.0728132795081646,0.172941181082138,0,0.044867585905012
"117",0.660433739337684,-6.63860535960229,9.44943599509094,8.45653640628688,1.81793104668459,0,0
"118",7.70132733130027,0.100127901573973,0.0165828103247346,0.0728132795081646,0.172941181082138,10,0.044867585905012
"119",0.0130932739133527,0.100127901573973,0.0320792273636066,0.0728132795081646,0.172941181082138,0,0.044867585905012
"120",1.35255163846223,0.100127901573973,0.000181315192742888,0.0728132795081646,0.172941181082138,0,0.044867585905012
"121",0.0338357605967194,0.578278527330259,0.0167793780348595,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"122",0.0492407846197786,0.100127901573973,0.00474007852904119,0.0728132795081646,0.172941181082138,0,0.044867585905012
"123",2.34966751038853,0.578278527330259,0.0317441252270345,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"124",0.333076189517181,0.578278527330259,0.00756012928090328,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"125",0.0494282630053298,0.100127901573973,0.0509074773973593,0.0728132795081646,0.172941181082138,0,0.044867585905012
"126",0.0130932739133523,0.100127901573973,0.0320792273636066,0.0728132795081646,0.172941181082138,0,0.044867585905012
"127",1.92455360879907,0.578278527330259,0.0167793780348595,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"128",0.118119610912291,0.216069319612792,6.12307330608614,0.463399747314508,0.6794690669273,0,0.0775945683802134
"129",0.0306525069719573,0.100127901573973,0.0438368914705563,0.0728132795081646,0.172941181082138,0,0.044867585905012
"130",0.0129348199290389,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"131",0.0271752559347931,0.100127901573973,0.0814033613066664,0.0728132795081646,0.172941181082138,0,0.044867585905012
"132",0.230995577716682,0.216069319612792,0.0207155212711113,0.463399747314508,0.6794690669273,0,0.0775945683802134
"133",2.34966751038853,0.578278527330259,0.0317441252270345,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"134",0.440950367928157,0.216069319612792,0.0862674263044857,0.463399747314508,0.6794690669273,0,0.0775945683802134
"135",0.0159343909134302,0.100127901573973,0.0169054770176105,0.0728132795081646,0.172941181082138,0,0.044867585905012
"136",0.0438743421767029,0.100127901573973,0.0161521022947723,0.0728132795081646,0.172941181082138,0,0.044867585905012
"137",0.0256976619668971,0.100127901573973,0.469178347552625,0.0728132795081646,0.172941181082138,0,0.044867585905012
"138",0.746959409243751,0.100127901573973,0.138435159376943,0.0728132795081646,0.172941181082138,0,0.044867585905012
"139",1.06620895549889,0.891525050488539,0.0165828103247346,0.17549447697269,1.06701952746123,0,0.166204986149584
"140",0.0205352371365319,0.100127901573973,0.000181315192742691,0.0728132795081646,0.172941181082138,0,0.044867585905012
"141",2.47324579369891,1.61089848556532,0.0207155212711113,0.194110890356853,1.80500937592217,0,0.271084337349398
"142",0.0796896116055302,0.578278527330259,0.279433569101136,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"143",0.108780090613735,0.578278527330259,0.0001813151927428,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"144",0.11139861067233,0.100127901573973,0.00474007852904103,0.0728132795081646,0.172941181082138,0,0.044867585905012
"145",1.09883890063271,0.100127901573973,3.99442057729777,0.0728132795081646,0.172941181082138,0,0.044867585905012
"146",0.112837745596007,0.100127901573973,0.00474007852904105,0.0728132795081646,0.172941181082138,0,0.044867585905012
"147",0.0667546779134495,0.100127901573973,0.0167793780348595,0.0728132795081646,0.172941181082138,0,0.044867585905012
"148",0.189917540182269,0.100127901573973,0.000181315192742727,0.0728132795081646,0.172941181082138,0,0.044867585905012
"149",0.0425760777498646,0.100127901573973,0.0239286843579979,0.0728132795081646,0.172941181082138,0,0.044867585905012
"150",0.0696452905813857,0.100127901573973,0.0438368914705563,0.0728132795081646,0.172941181082138,0,0.044867585905012
"151",0.420000189773231,0.578278527330259,0.00468122861265648,0.0487732838954198,0.627051811225679,0,0.0503018108651912
"152",1.22171419048998,0.100127901573973,0.000181315192742691,0.0728132795081646,0.172941181082138,0,0.044867585905012
"153",0.467194801810034,1.61089848556532,0.233697803556149,0.194110890356853,1.80500937592217,0,0.271084337349398
"154",0.0625118152045032,0.100127901573973,0.00756012928090326,0.0728132795081646,0.172941181082138,0,0.044867585905012
"155",0.059796179056243,0.100127901573973,0.00756012928090335,0.0728132795081646,0.172941181082138,0,0.044867585905012
"156",0.0934072901581719,0.100127901573973,0.00474007852904111,0.0728132795081646,0.172941181082138,0,0.044867585905012
"157",0.0647341481510898,0.100127901573973,0.000181315192742692,0.0728132795081646,0.172941181082138,0,0.044867585905012
"158",0.0682214115952764,0.100127901573973,0.000181315192742692,0.0728132795081646,0.172941181082138,0,0.044867585905012
"159",0.0828297844503988,0.100127901573973,0.000181315192742693,0.0728132795081646,0.172941181082138,0,0.044867585905012
"160",0.0215626489012374,0.100127901573973,0.000181315192742691,0.0728132795081646,0.172941181082138,0,0.044867585905012
"161",0.689379758021492,-16.1625611422436,23.7565599519373,18.2634801651834,2.10091902293985,0,2.5
"162",0.0328297728083002,0.100127901573973,0.000181315192742825,0.0728132795081646,0.172941181082138,0,0.044867585905012
"163",0.690196416059182,0.216069319612792,0.0354257704405465,0.463399747314508,0.6794690669273,0,0.0775945683802134
"164",0.0347139677725786,0.100127901573973,0.000181315192742751,0.0728132795081646,0.172941181082138,0,0.044867585905012
"165",0.0438743421767034,0.100127901573973,0.0259437755560972,0.0728132795081646,0.172941181082138,0,0.044867585905012
"166",0.0282747360479159,0.100127901573973,0.0320792273636066,0.0728132795081646,0.172941181082138,0,0.044867585905012
"167",0.276281448354471,0.100127901573973,0.004740078529041,0.0728132795081646,0.172941181082138,0,0.044867585905012
"168",0.0504217515939505,0.100127901573973,0.00474007852904109,0.0728132795081646,0.172941181082138,0,0.044867585905012
"169",0.0874621600726609,0.100127901573973,0.0771470929705212,0.0728132795081646,0.172941181082138,0,0.044867585905012
"170",0.0199033487249595,0.100127901573973,0.000181315192742751,0.0728132795081646,0.172941181082138,0,0.044867585905012
"171",0.0129348199290394,0.100127901573973,0.357598116653826,0.0728132795081646,0.172941181082138,0,0.044867585905012
"172",0.0129348199290394,0.100127901573973,0.0888959158840043,0.0728132795081646,0.172941181082138,0,0.044867585905012
"173",0.328600996754754,0.578278527330259,0.0075601292809033,0.0487732838954198,0.627051811225679,0,0.0503018108651912
